concept_id
"As needed every 4 hours for cough, wheezing, or shortness of breath"
Every four to six hours as required
"EVERY MO, WE & FR BID"
Every 15 minutes as needed
Code/trauma/sedation medication
Every 4 hours as needed for sick plan
Q6-8H PRN
QFRIDAY
Q TUESDAY
take 2 teaspoons twice a day
Q1MIN PRN
"every 4 hrs when sick, then as needed for wheezing and shortness of breath"
Every 1 hr
2 DOSES
"2 TIMES DAILY ON SU, MO, TH, FR, SA"
"Every Tues, Thur, Sat"
am and 4 ml pm
qam
q30min PRN
QDAY MTUW
"Four times a week on Monday, Tuesday, Wednesday and Thursday"
EVERY 18 HOURS
EVERY MORNING PRN
every 4-6 hours prn (while sick with cold symptoms)
UPON DISCHARGE
As directed in admin instructions
Three times a day on boils
"EVERY MON, THU"
"Once a day at bedtime (start with 1 pea sized application to face every other day for 3 weeks, then once daily)"
Every 8 hours as needed for rash
"2 TIMES DAILY ON MON, TUES, SAT"
TWICE A DAY 2 TIMES WEEKLY
EVERY MONTH
EVERY SAT AND SUN
PCA Settings
MONTHLY
Procedural
BEFORE BREAKFAST & LUNCH
once a day during pollen season
"qM-F, 1 pill PO qSaturday, Sunday"
take 1 mL once daily
Q 4 hrs while awake
BID and every 4 hrs
2-3 times per day
every week
"Once daily, except Sunday take 2 tablets"
EVERY 4 HOURS AS NEEDED
3 TIMES DAILY AS NEEDED
WITH MEALS
ONCE NOW
PRN Release - Q30MIN
Daily as required
VACCINE ONCE
EVERY  SUNDAY
after breakfast
BID QOD
Every eight hours PRN nausea/vomiting
5 TIMES DAILY PRN
RAMP
4 TIMES DAILY AS NEEDED
Every four hours
QID
ONE TIME ONLY
PRIOR TO DISCHARGE
ONCE IN BCC SEDATION
every 8 hours for pain for 3 days
"Two times a day Monday, Wednesday and Friday"
"Twice a day, once every morning and once every evening, rinse mouth after."
Q 5 MIN
Breakfast PRN
In case of prolonged seizure
wth diaper changes
1-3 times a day PRN constipation
Four times a day for sick plan only
Every thirty minutes
Every fifteen minutes
EVERY 2 WEEKS
qTh
As Directed
"Every Friday, Saturday and Sunday"
AD LIB FEEDING
ONE TIME ONLY (CHEMO)
qSu
qM-F
Daily TW
Alternate days
"EVERY MON, WED, FRI, SAT"
every 4 hrs (give one for home and one for school)
EVERY MON AND FRI
2 TIMES DAILY RT
5x/Day-WA
Five times a day
q8hr
With Apheresis
IMMUNIZATION
PRN LINE MAINTENANCE
Per Asthma Clinical Pathway
Twice a day worse areas only and not on face.  Use as short a time as possible
DIALYSIS
Q48H-PM
BID-QID WITH PAIN CRISIS OR BREATHING PROBLEMS
change patch every 7 days
every 4 hrs prn nasal congestion
EVERY 30 DAYS
Q30MIN PRN
Every PM
Every Thursday
q12hr PRN
Q20MIN PRN
Continuous TPN (NCH)
q4 hrs prn sob cough wheeze (disp 2: 1 for home 1 for school)
Bedtime M-S
ED EVERY 5 MIN PRN
EVERY 4 HOURS STD TIMES
ON CALL TO O.R.
AC breakfast
every 4 hrs--6 hrs only when sick
2-3 times per day per sick plan
every 4 hrs and before exercise always using the spacer with MDI
"every 6 hrs as needed for pain, fever"
"2 TIMES DAILY ON MON, WED, FRI"
twice a day as needed when sick
2 times daily
1 TIME DAILY
Once a week
Twice a day/u of md
Twice a day x 7 days on and 7 days off as needed for red rashes
"Every Tuesday, Friday"
Every 6 hours when sick (sick plan)
Once a day (first dose 2 days before travel)
Q3H
RAD PRN-ONE TIME
every 6-8 hrs as needed for fever or pain
q2hr
EVERY 4 HOURS 4-8-12-16-20-24
1 tablet once a day
qMTuThSa
Every 5 minutes as needed
Daily MW
QSATURDAY
"3 times a day for 5 days, then Every 4 hours as needed"
EVERY 3 HOURS
Every 6 hours as needed
ONCE IN DIALYSIS
"On Mon, Wed, Sat"
Bedtime FSS
BID for prophylaxis
see instructions
every 8 hrs PRN rash/itching
EVERY 20 MIN PRN
Every 1 hour as needed
Every other day
Every 30 min
EVERY 12 HOURS STD TIMES
Two to four times a day
q6hr
Q 4 WEEKS
Twice a day with spacer/aerochamber then rinse mouth out
0d
NOW THEN EVERY 12 HOURS
every 4-6 Hrs prn Nausea and Vomiting
"2 TIMES DAILY ON SU, MO, TU, WE, FR, SA"
THREE TIMES PER WEEK
"Once, repeat in 2 weeks"
MORNING & NOON
Lockout: 8 minutes
Feeds duration
ON CALL PRN
Q15MIN
"Monday, Tuesday,Wednesday, Thursday, Friday, Saturday"
Biweekly
"EVERY SUN, THURS, FRI, SAT"
Q45MIN
Every 3 days
"every 6 hours for fever > 100.4 vomiting, severe pain, gastorenteritis, and prolonged fasting"
Continuous TPN
Call
QID PRN
Every 30 min PRN
Twice a day as needed
"Twice a day on Mon, Tues, Wed, Thur, Fri"
Q 15 min
"every 4- 6 hrs, WHEN NEEDED"
"q4 hrs prn sob, cough, wheezing"
Q 28 DAYS
"Three times a day, with meals"
Q 8 hrs
"Once a day, 30-90 or more days"
Twice a day prn during yellow zone
with MDI
Once a day.  WOrse area only.  Not on face
Every 4 - 6 Hours prn cold symptoms
Q10MIN PRN
every 4 hours as needed for coguh or difficulty breathing *disp 2:1 for home 1 for school)
every 6 hrs prn pain score greater than 6
AS INSTRUCTED
"2 TIMES DAILY ON SU, MO, WE, TH, FR, SA"
2 TIMES DAILY EVERY OTHER DAY
Vaccine
Weekly
"Every Wed, Fri, Sun"
Q6H PRN
BID
EVERY 4 HOURS WHILE AWAKE
5 TIMES WEEKLY
PRN ACT < DESIRED VALUE
As needed every 6 hours for pain
Three times a day to back of neck
every 6 hrs for 2 days
Apply one vaginally
"EVERY MO, TU & WE"
CONDITIONAL DISPENSE - UNLIMITED
Three times daily just before and during menses for cramps
once a day (before a meal)
take 2 teaspoons once a day
Every 4 hrs
ONCE IN RADIOLOGY
Three times weekly
ONCE POST-OP
qF
4 times per day per sick plan
EVERY 24 HOURS AS NEEDED
Every 4-6 horus as needed for cough/wheezing
EVERY 10 MINUTES
Q 6 hrs
qSaSu
Three times a day
Q4-6H PRN
"Every Monday, Wednesday, Friday and Saturday"
6mL po bid
Once monthly
every 6-8 hours as needed for fever/pain
EVERY NIGHT
IMMUNIZATION (ONCE)
Q 1 hr
EVERY 10 MINUTES AS NEEDED
Twice a day before meals
Twice Weekly
q24hr
Every 5 min PRN
EVERY 5 MINUTES
every 4- 6 hours for wheezing
LUNCH
EVERY TUES AND FRI
Every -8 hours prn
EVERY 72 HOURS
4 times daily
once a day
7 TIMES DAILY
FIVE TIMES DAILY
evry 6 hours for 2 days then as needed for pain
"Every Sunday, Wednesday"
Continuous PRN
Q MONDAY
"Q4 hrs. as needed for cough, wheezing, chest tightness"
Once a day with orange juice
2 to 4 times a day when sick
Q8-12H PRN
every 6-8 hrs as needed
ONCE PRN (IN BCC SEDATION UNIT)
qMTuW
Twice a day after meals
When un able to keep oral stress dose
Every 6 hours
Before sleeping
Q PM
ONCE AS NEEDED
Q 4 hrs
stopped
use with inhaler
every other day (AM)
every 4 hrs as needed for cough/wheeze and 15 minutes before exercise
as neededstandard
2 times a day (SaSu)
every 4 hours only when needed
bedtime prior to bipap
EVERY 4-6 HOURS PRN
Bedtime TuThSS
3xa day
ONCE
q6hr PRN
TPN
"EVERY MON, TUE, WED"
ADD TO 24H FORMULA/MILK VOL
Once a week. Start 2 wks before travel up until 4 weeks after travel
Every three days
1 Tsp the first day then  1/2 tsp from day 2 to 5
EVERY 8-12 HOURS PRN
1-2x a day for 3-5 days
at bedtime
EVERY 10 MIN
EVERY MO & TH
Every AM
"every 4 hrs, prn with pain scaore >6"
"every 4 hrs as needed for cough, wheezing shortness of breath"
Bedtime Sunday
"2 TIMES DAILY ON SU, MO, WE, FR, SA"
Every 3 min PRN
EVERY 5 WEEKS
"3 times a day for 5 days, then every 4 hours as needed for wheezing"
EVERY 2 HOURS WHILE AWAKE
Q3H (NON-STANDARD)
Bedtime SS
prn pain every 6 hrs
"EVERY SUN, TUES, THURS, SAT"
PCEA
2 times weekly
every 2-4 hrs as needed for nasal congestion
every 4 hrs as needed and 15 min before swimming
BID Every 48 hours
EVERY TUES AND THURS
once POSTOP
Q 3 hrs
EVERY 6 HOURS STD TIMES
NIGHTLY PRN - MR X 1
Nightly PRN
Every eight to twelve hours
EVERY 8 HOURS AS NEEDED
PERIOP (CONTINUOUS)/INTRA-OP
twice a day on the weekends
"Twice a day on Sunday, Saturday"
every 4 to 6 hours as needed for agitation/aggression
8 TIMES DAILY
1 neb every 6 hours
"every 12 hours, Saturday/Sunday"
Q HOUR
every other day x 2 days then nightly
To be taken on 9/8/2022 with 6 mg tablets
Continuous (CVOR)
take 2 teaspoons every 12 hours
ON CALL - TODAY
Once a day for minimum 2 weeks
"2 TIMES DAILY ON MON, TUES, FRI, SAT"
QAM
PRN PER HEMODIALYSIS HEPARIN PROTOCOL IN DIALYSIS UNIT
BREAKFAST
2 times daily M-Sa
BID MT
EVERY 5 HOURS
EVERY 5 HOURS AS NEEDED
EVERY 20 MIN ON CALL
daily as needed for allergy symptoms
3 times a day
EVERY 3 MONTHS
every 6-8 hrs prn
qSuW
NIGHTLY BEFORE BEDTIME SNACK
Two to three times a week
EVERY 24 WEEKS
Once in OR
EVERY MON AND THURS
every 6 hrs as needed for pain >6
Q3H PRN
"Once a day, in the evening"
PATIENT PROFILE REVIEW
Every 2 hours as needed
Every ten minutes
SEE INSTRUCTIONS
EVERY MONDAY
ONCALL to OR
PER PROCEDURE
"2 TIMES DAILY ON MON, THURS, FRI, SAT"
Once - Intraprocedure
DAILY PRN
once a week x 3 weeks per month
"Twice daily for 1 week, then once daily"
q1hr
EVERY 2 HOURS
EVERY OTHER DAY
EVERY 28 DAYS
Every Bedtime
"Monday, Tuesday, Wednesday"
QTHURSDAY
1 every morning
4 TIMES WEEKLY
EVERY 96 HOURS
"EVERY MO, TU, TH & SA"
zzContinuous - Dialysis
DO NOT ADMINISTER
"EVERY SUN, TUES, THURS"
Before lunch
PRN CIRCUIT PRIME
3-4 times a day as part of sick plan
1 drop in affected eye twice a day
Every six to eight hours as needed for itching
Twice a day worse area only.  For up to 5 days on face
Once a day with calcium rich diet
3 times daily TuThSa
QPC
Every 24 hrs
CONTINUOUS TPN
1 drop into eye every hour as needed
"Three times a week on Monday, Wednesday and Friday"
6 times a day
BREAKFAST-SNACK-LUNCH-SNACK-DINNER PRN
1/2 H before meals
Q 3 days AM
ED Trauma Continuous Med
EVERY 48 HOURS PRN
Trimonthly
qSuTuTh
Twice a day when sick (Pulmonary sick plan)
"once, may repeat in 10min if symptoms recur"
Daily M-S
every 4 hrs as needed for fever/pain after vaccines
EVERY 6 HOURS
EVERY 1 HOUR PRN
QHS
Every 2 hrs PRN
AFTER DINNER
qM-Th
ONCE for severe adverse reaction
7mL po bid
6 TIMES DAILY AS NEEDED
"Once a day, M-F, 4 capsules Sat and Sun"
every 12 hrs X 5 days as needed for flair up
take 1/2 teaspoon twice a day
every 6 hrs as needed for sore throat
apply inside mouth on cheeks 4 times a day
3 times daily
EVERY 4-6 HOURS AS NEEDED
EVERY 1 MIN PRN
Every day
Every 48 hrs PRN
Daily WTh
Four times a day
"Twice a day, can decrease to once a day in summer"
Every evening
qFSaSu
Q 30 MINUTES
to use albuterol q 4 hours
"Every Monday, Tuesday"
BID WThF
one time for school
3 TIMES DAILY
one time (unscheduled)
Q2H PRN
ON CALL (IN SEDATION UNIT)
Every 8 hours
At bedtime
every 12 hrs for pain 4-6
every 6 hrs--8 hrs as needed for itching
4-6 hr prn
once a week as needed
"every 6 hrs prn wheezing, coughing"
EVERY 6-8 HOURS PRN
every 6 hours as needed per Sick Plan
three times a day until swelling is gone
BID TThS
once a day (M-F)
ONE TEASPOON TWICE A DAY
One Step Continous
ONE TIME (Unscheduled)
QPM
Twice a week on Saturday and Sunday
"EVERY MON, TUES, WED, THURS"
"twice a day 4 days per week, once a week on the weekends"
every 4 hours when needed
NIGHTLY AT BEDTIME PRN
NOON
FIVE DAYS PER WEEK
BEFORE MEALS
EVERY 10 MINUTES PRN
Once In Clinic PRN
available
5 pm and 9 pm
EVERY 20 MIN
EVERY 1 HOUR STD TIMES
Q 22 HOURS
Every 2 hours while awake
Q month
COVID - Saturday
"EVERY SUN, SAT"
EVERY 5 MIN
DAILY AT 1800
EVERY 8 HOURS 6-14-22
"Every Mon, Tues, Wed, Thur, Fri, Sat"
"TWICE DAILY MON, TUE, WED"
for signs of anaphylaxis
EVERY 3 HOURS (FEEDS)
"2-3 times a day until bowel movement, then  once a day as needed"
"Every Sun, Tues, Thur"
2 caps Mon-Fri and 1 cap S/S
Q36H
"every 4 hrs prn cough, wheeze or SOB"
EVERY 24 HOURS
EVERY 12 HOURS
Daily MTh
Q1H
Every week
EVERY EVENING WITH MEAL
"BID when well, QID when sick"
"Every Sunday, Saturday"
4 times a day for sick plan. Up to every 4 hours if needed
EVERY 3-4 HOURS PRN
2 times a week
Q 10 MIN
q 3 hrs prn
Once every 3 Months
PCA
Three times daily as required
"EVERY WED, SAT"
ON ADMISSION
q20min
"qM-F, 2 pills PO qSaturday, Sunday"
Before breakfast and lunch
"Daily M-Th, 1000 mg F-Su"
every 4 hrs if having excessive cough or wheezing
every 6 hrs as needed for pain > 6
"q 4 h prn cough, SOB, wheeze and 15 min before exercise"
Twice a day as needed for spasms
every 4 hrs as needed for wheeze per AAP
Once a day with 8 oz of liquid
ZZOnce as needed
2 TIMES DAILY
daily PRN
EVERY 8 HOURS STD TIMES
"4 TIMES DAILY (AFTER MEALS, AT BEDTIME)"
before meals & at bedtime
"1 per day, 150mg"
Every 24 hours as needed
2 TIMES DAILY BEFORE MEALS
Twice a day on Saturday/Sunday only
once orally
every 8 hrs for as needed for pain
every other day and increase to daily as tolerated
Q 3 DAYS PRN
Every 10 min PRN
"Every 6 hours as needed, wait at least 30 min after Aspirin ingestion, or 8 hrs before ASA"
"Every Mon, Tues, Wed, Thur, Fri"
"EVERY MO, TU,  WE, TH & FR"
qFSa
"EVERY SU, TU, & TH"
EVERY WED AND SAT
AFTER LUNCH
2 TIMES DAILY ON MON AND SAT
EVERY 8 HOURS
Every 2 hr
q72hr
Every 24 hours
In case of seizure lasting longer than 5 minutes
Bedtime M-Th
As needed in PACU
Once a day M-Th. Take BID F-Su
Q 4 hrs (for PCA checks)
"EVERY MON, TUES, WED, THURS, FRI, SAT"
2-4 times per day as needed with sick plan
"EVERY FRI, SAT"
"Three times a week on Monday, Tuesday and Wednesday"
Continuous nebulization
1
Daily MTW
Four times a day until well
take 3/4 teaspoon once a day
q4hr
ONCE BEFORE DISCHARGE
ONCE-IN CLINIC
Q8H
INTRA-OP
Monday through Friday
2 times a day (with meals)
Every 4 hours as needed
EVERY 3-4 HOURS AS NEEDED
"Three times a day, before meals"
Daily TTh
2 times a day PRN
every 6 hrs prn pain fever
COVID - Friday
EVERY BEDTIME PRN
q 12 hrs prn nausea/vomiting
"at bedtime, as needed for cough"
PAIN PUMP
Every 4 hrs PRN
4 times a day
"2 TIMES DAILY ON MO, TU, TH, FR, SA"
every 6 hrs prn mild allergic reaction to sunflower seeds or tree nuts
once to twice a day as needed
RX PICKUP
1-2 times daily to achieve 1-2 soft stools daily
EVERY 6 HOURS RESPIRATORY
with every diaper change
Q 7 days AM
Three x/day
Twice a day only when sick
Q 72 hrs
take 3/4 teaspoon twice a day
"Every Sun, Mon, Tues, Thur, Fri, Sat"
TID
Q4H PRN
EVERY 3 HOURS AS NEEDED
EVERY 6-8 HOURS AS NEEDED
Every HS
"1 cap M-F ,2 caps Sat and Sunday"
Q20MIN
Every 72 hrs PRN
Every six to eight hours
Twice per day EXCEPT FACE
RADIOLOGY ONCE
"Q 4 hours prn cough, wheeze or SOB"
with  snacks
every 6-8 hours as needed
Bedtime M-F
every 4 hrs as needed for cough attacks or shortness of breath
PM SNACK
pre-therapy
every 6 hrs- 8 HRS WHEN NEEDED
every 15 mins
Every 15 min PRN
BID - Three Days Per Week
"2 TIMES DAILY ON SU, MO, TU, FR, SA"
every 6-8 hours prn for fever
EVERY DAY AS NEEDED
BEFORE MEALS AND SNACKS
Twice a day when sick x 5 days
Every 2 hours
"EVERY TUES, THURS"
EVERY THURSDAY
"2 TIMES DAILY ON SU, MO, TU, WE, TH, SA"
6 TIMES DAILY PRN
INTRA-OP (CVOR)
Twice a day on Sat and Sun
Twice a day for sickle cell prophylaxis
One time PRN for constipation
FOUR TIMES PER WEEK
every 4 hrs for difficulty breathing
double dose once on day one then regular dose once a day days 2-5
every 6 hours (In case of an allergic reaction)
"EVERY MON, WED, FRI"
EVERY 2 HOURS PRN
1 TIME DAILY AS NEEDED
Daily SThFS
3 TIMES DAILY BEFORE MEALS
DIALYSIS-POST
Three times a day as needed
Every twelve hours as required
every 4 hours as needed for cough or difficulty breathing (disp 2: 1 for home 1 for school)
"2 TIMES DAILY ON FRI, SAT, SUN"
once a week (start 2 weeks prior to travel and continue until 4 weeks after returning)
Once a day as needed at bedtime
1 Capsule each week
apply to affected area
Once a day 2 tabs on sunday
Give at 0800 and 1400 a day
6 TIMES DAILY
Every twelve hours
Q8H (NON-STANDARD)
q5min PRN
Every 3 hours
"Twice a day for 5 days, then prn excessive cough, trouble breathing, or wheezing"
9mL po bid
Every 8 - 12 Hours PRN rash/pruritis
OR TO POST-OP
30 days
x4 times/day
"EVERY SUN, TUES, WED, FRI, SAT"
EVERY 4 DAYS
EVERY 10 MIN PRN
CYCLIC TPN
Cyclic TPN - See Admin Instructions (AIDHC)
WEEKLY
Every 1 hr PRN
QDAY MWF
TWICE DAILY 3 TIMES WEEKLY
qSa
"4 TIMES DAILY (WITH MEALS, AT BEDTIME)"
TWO TIMES PER WEEK
Every 4 weeks
Twice a day PRN for up to 2 weeks at a time
Every 4 hours as needed for pain score <4
BEFORE DINNER
EVERY EVENING
Q30MIN
Once daily
PRN Once
Every 12 hrs
EVERY DAY BEFORE LUNCH
As directed for
Bedtime MWF
3mL po BID
twice daily as needed for goal of 1-2 soft stools daily
As needed every 12 hours with
qSaSuTuTh
4mL po bid
EVERY 20 MIN ON CALL (IN SEDATION UNIT)
EVERY 48 HOURS
EVERY MO & TU BID
4 times per day for sick plan
Every eight hours as required
"Monday, Tuesday, Wednesday, Thursday"
at bedtime PRN
Daily TWF
once a day (at bedtime)
"Twice a day on Fri, Sat, Sun"
DAILY WITH LUNCH
Every three weeks
Four times a day before meals and bedtime
with diaper changes
"TWICE DAILY, TWO DAYS A WEEK"
"Every Wednesday, Saturday"
qThFSaSu
every6 hours as needed for fever or pain
Every 48 hours
Once a day (with breakfast)
every 4 hours PRN wheeze/SOB
2 times daily M-F
twice daily with voc or acs
Stat
q 4 hr prn cough/wheeze
"ONCE PRN, MAY REPEAT X1"
BID M-F
2 times daily B/L
Twice a day to elbows behind knees & trunk
Q4-6 Hrs Prn for cough and congestion
QIDAC
CONTINUOUS (FAT)
4h
EVERY 4 HOURS
ONCE IN APHERESIS
Q5MIN PRN
Q 6 hrs (standard times)
Every 28 days
PRN when instructed by provider
EVERY 5 MIN (IN SEDATION UNIT)
every 4 hours as needed x 5 day when sick
Twice a day at the start of cold symptoms
5 TIMES DAILY
EVERY MORNING BEFORE BREAKFAST
As needed for seizure longer than 5 minutes or more than 3 seizures in 1 hour
Every seventy two hours
"EVERY MON, TUES, WED, THURS, FRI"
3 times a week
Every 4 hoursy
every 4 hrs as needed for pain > 6
BEFORE SNACKS PRN
every 12 hrs as needed for first days of menstrual cramps and nausea
Every other week
Q1 Hr (Restraint)
once a week. start 2 wks prior to departure and continue 4 wks after return
before breakfast
continuous
EVERY 5 MIN ON CALL (IN SEDATION UNIT)
EVERY 5 MIN ON CALL
OR USE ONLY 2
Every seven days
q1hr PRN
DAILY BEFORE SUPPER
10mL po bid
LC ED Trauma Medication
every 4-6 hrs as needed for moderate to severe pain
2 INH every 4-6 hours
SIX TIMES PER WEEK
"Twice a day, when needed"
2 TIMES DAILY ON MON AND THURS
twice perday
"Every Monday, Friday"
Q4H
EVERY 30 MINUTES PRN
every 2 hours as part of sick plan
continuous PRN
EVERY AFTERNOON
EVERY 20 MINUTES
EVERY 15 MIN
TWICE WEEKLY
"TWICE DAILY FRI, SAT, SUN"
Once to twice a day as needed
Once a day on schhol nights
"EVERY TU, TH, SA & SU"
As needed 4 times a day when sick only
QMONDAY
"TWICE DAILY SAT, SUN , MON"
CYCLING (TPN)
EVERY TUES AND SAT
Once a day evry other day
EVERY FRI AND SAT
"ED ONCE PRN, MAY REPEAT X1"
TID PRN
q10min PRN
Every 3 hrs
TID With Meals
Three to four times a day
"EVERY MON, WED, FRI AT 0900"
See admin instructions
in one week
"Every 6 hours for stress dosing when he has fever, vomiting, significant illness. Continue 24 hours after symptoms"
User specified
q10min
Q1H WA
"one dose weekly for 2 weeks prior to travel, during travel and for 4 weeks after returning"
"2 TIMES DAILY ON MON, THURS, SAT"
Two puffs once a day
QDAY (NON-STANDARD)
Three times daily
q8hr PRN
TWICE A DAY 3 TIMES WEEKLY
Every four hours while awake
2 times a day 2 times a week
Q6H (6 AM/PM and 12 AM/PM)
Four times a day as needed
"Every Tuesday, Saturday"
Every eighteen hours
once a day (at bedtime) (CHEMO)
2 TIMES DAILY AS NEEDED
Every six hours
q12hr
2 TIMES DAILY - TX PLAN
EVERY 1 HOUR WHILE AWAKE
AC breakfast & lunch
EVERY 5 MINUTES AS NEEDED
ON DISCHARGE
5 times a week
Twice a day to affected area for up to 2 weeks
2 inh bid
EVERY 2 HOURS (FEEDS)
TP-Every 1 minute Interval
BID FS
within 5 days of unprotected sex
EVERY 12 HOURS PRN
DIALYSIS-WITH
Q12H (NON-STANDARD)
Q 30 DAYS
ONCE-TITRATE
qMWF
1 neb every 12 hours
every 6 hours for the next 24 hours then as needed for pain or swelling
QWEDNESDAY
1 time for ingestion allergen food
QDAY W FOOD
Three times a day after meals
Four to six times a day
Before breakfast and dinner
Q8H PRN
EVERY FRIDAY
PRN Release Once
Every 15 minutes
Before breakfast
At stated days and times
"4 times a day, meals&bedtime"
QHS (NON-STANDARD)
1 neb every 4 hours
Four times per day for the next 7 days
EVERY OTHER DAY PRN
1 inhalation twice daily
once a day at 10:00 a.m.
TAKE-HOME
FOUR DAYS PER WEEK
q3hr PRN
"once a week, to start 2 weeks before travel and 4 weeks after travel"
Every six to eight hours as needed for itching.
3ml bid
Apply to affected area twice daily
Once a day as needed for nasal congestion
OR USE ONLY
"EVERY TUES, THURS, SAT"
EVERY 30 MINUTES
q28days
BID WITH FOOD
Every diaper change
"twice a day arms, legs chest neck  as needed"
EVERY 4 HOURS PRN
USER SPECIFIED
ON CALL - ONCE
every 12 hrs starting 5 days before onset of menses and continuing for 10 days
bid triple when sick
PRN SZ > 5 MIN
one pill within 5 days of unprotected sex
Q 20 HOURS
EVERY NIGHT AT BEDTIME
qM-Sa
Once as needed
At bedtime as needed
Twice a week on Tuesday and Thursday
before meals
EVERY 15 MINUTES AS NEEDED
at bedtime in nares b/l
prn seizure >5minutes
BACK-2-BACK
ONCE - ONE STEP
Once PRN
Every morning
EVERY 5 MIN ON CALL (IN BCC SEDATION UNIT)
EVERY EVENING PRN
Every 4 hours as needed for sick plan only
Once a day; 2-3 times week
2-3 times daily
2 caps Mon-wed and 3 cap thu-S
EVERY 6 HOURS WHILE AWAKE
"EVERY MO, WE, FR & SA"
once/repeat if necessary
BEFORE LUNCH & DINNER
EVERY EVENING AS NEEDED
5 times a day
four times a day for sick plan
4X/DAY AC
EVERY NOON
EVERY 2 MIN ON CALL (IN BCC SEDATION UNIT)
NIGHTLY
2 TIMES DAILY PRN
every 8 hours when needed
2  separate injections
6 Times Daily
Every two hours while awake
EVERY 8 WEEKS
"EVERY TUE, THU, SAT"
PRN W/MEALS
4 TIMES DAILY PRN
Q15MIN PRN
Q4H (NON-STANDARD)
Night time
Once a day as neded for rash itching
3 caps Mon-Fri and 2 cap S/S
once a week
EVERY 7 DAYS
EVERY 30 MINUTES AS NEEDED
Every 2 minutes as needed
every 2-4 hrs as needed  for nasal congestion
weekly for 2 weeks prior to travel and continuing for 4 weeks after travel
"every 4 hrs (1 for home, 1 for school)"
10 TIMES DAILY AS NEEDED
Four times daily on sick plan
EVERY FRI
ONCE PRN
EVERY 5 MIN PRN
EVERY 24 HOURS PRN
