concept_id
15
125
112
504
1530
780
377
10
180
22041
109
285
397
209
710
12
29
96
186
85
589
46
290
297
600
115
30000
193
120
229
48
74
165
81
98
382
23750
376
78
550
14694
126
119
7500
650
26100
624
678
318
276
800
1260
453
173
1258
555
3350
16
258
33
67
572
251
244
468
206
396
325
417
298
412
111
14400
87
228
1020
40
104
161
231
158
342
197
232
770
176
182
210
14220
427
26
414
369
93
52
370
257
94
480
7200
946
750
560
163
17
220
545
942
528
105
88
172
2
24
192
73
95
769
3780
840
323
153
226
47
1700
23700
183
450
101
41
465
625
2000
21
252
69
45
166
43
1054
306
263
189
159
590
573
345
50
250
114
308
282
355
1190
756
644
500
179
530
54
336
455
90
108
224
948
4000
284
233
60
304
207
0
375
140
144
640
243
196
392
237
151
1368
390
142
177
900
218
248
234
1200
399
440
71
675
8000
5800
614
563
190
175
315
203
944
690
162
289
672
219
7347
354
1750
1050
305
5200
216
118
2250
147
145
532
735
1080
30
68
714
1298
648
6
23
132
540
51
242
20
34
380
360
92
91
171
122
912
1440
576
11850
38
1892
448
28800
855
420
476
317
1000
472
121
149
595
3150
56
483
456
3140
205
1680
5000
75
79
340
385
673
134
760
8
198
273
343
452
49
363
14
19
116
520
527
4
22
150
127
37
580
700
1100
157
63
59
296
300
310
594
7
168
187
64
262
292
1220
460
266
1400
154
445
846
3630
426
11
138
123
984
314
265
164
146
950
280
202
86
475
2327
7110
82
408
1062
235
333
97
400
131
25
221
89
137
1
102
53
253
423
3
320
223
201
272
1350
225
212
9750
4730
5
44
570
227
61
288
279
486
208
27
236
850
324
152
275
430
1800
798
160
490
184
124
516
141
18
270
2160
55
143
169
882
195
294
3600
387
72
66
57
684
188
70
255
83
264
378
31
240
130
156
117
322
348
352
1404
139
128
406
346
454
135
77
357
246
42
1224
578
261
327
200
174
383
107
365
660
364
155
930
110
241
3030
2300
312
32
470
1581
99
129
410
499
21600
100
350
62
204
301
39
249
65
215
12000
185
84
952
960
585
21330
473
136
170
222
103
28
9
720
853200
133
432
230
330
113
810
13
238
76
260
256
35
36
80
510
19500
245
167
368
384
1120
106
148
567
181
309
316
2520
286
58
765
391
507
630
1615
425
3400
