concept_id,concept_code,concept_name,vocabulary_id,ingredient
41318547,OMOP2516509,Acetaminophen 100 MG / allobarbital 33.3 MG / Barbital 30 MG / Codeine 30 MG / ethenzamide 300 MG / Phenobarbital 32.4 MG / Procaine 30 MG Rectal Suppository [Toximer] Box of 250,RxNorm Extension,codeine
41318737,OMOP2516699,Aconitum napellus extract 20 MG / Atropa belladonna fruiting top extract 5 MG / Benzoate 100 MG / Codeine 20 MG / Datura stramonium extract 5 MG / Ethylmorphine 10 MG Rectal Suppository [DINACODE ADULTES] Box of 8,RxNorm Extension,codeine
41318799,OMOP2516761,Aspirin 100 MG / Codeine 4.8 MG / Phenacetin 100 MG Rectal Suppository [Praecimed],RxNorm Extension,codeine
41318800,OMOP2516762,Aspirin 100 MG / Codeine 4.8 MG / Phenacetin 100 MG Rectal Suppository [Contraneural] Box of 100,RxNorm Extension,codeine
41318801,OMOP2516763,Aspirin 250 MG / Codeine 10 MG / Phenacetin 250 MG Oral Tablet [Polyneural] Box of 20,RxNorm Extension,codeine
41318803,OMOP2516765,Aspirin 250 MG / Codeine 10 MG / Phenacetin 250 MG Oral Tablet [Aneucod] Box of 20,RxNorm Extension,codeine
41318804,OMOP2516766,Aspirin 250 MG / Codeine 10 MG / Phenacetin 250 MG Oral Tablet [Praecimed] Box of 1000,RxNorm Extension,codeine
41318805,OMOP2516767,Aspirin 250 MG / Codeine 10 MG / Phenacetin 250 MG Oral Tablet [Contraneural] Box of 1000,RxNorm Extension,codeine
41318806,OMOP2516768,Aspirin 65 MG / Codeine 5.5 MG / Phenacetin 130 MG Rectal Suppository [Treupel],RxNorm Extension,codeine
41318807,OMOP2516769,Aspirin 125 MG / Codeine 5.5 MG / Phenacetin 130 MG Rectal Suppository [Gelonida] Box of 50,RxNorm Extension,codeine
41318809,OMOP2516771,Aspirin 30 MG / Codeine 2.5 MG / Phenacetin 62.5 MG Rectal Suppository [Treupel] Box of 1000,RxNorm Extension,codeine
41318810,OMOP2516772,Acetaminophen 250 MG / Aspirin 250 MG / Codeine 10 MG Oral Tablet [Praecimed] Box of 1000,RxNorm Extension,codeine
41318811,OMOP2516773,Acetaminophen 250 MG / Aspirin 250 MG / Codeine 30 MG Oral Tablet [Dolomo],RxNorm Extension,codeine
41318812,OMOP2516774,Acetaminophen 500 MG / Aspirin 500 MG / Codeine 20 MG Rectal Suppository [Gelonida] Box of 5,RxNorm Extension,codeine
41318813,OMOP2516775,Acetaminophen 500 MG / Aspirin 500 MG / Codeine 20 MG Rectal Suppository [Gelonida],RxNorm Extension,codeine
41318827,OMOP2516789,Aspirin 250 MG / Caffeine 50 MG / Codeine 10 MG / Phenacetin 200 MG Oral Tablet [Foenal] Box of 20,RxNorm Extension,codeine
41318828,OMOP2516790,Aspirin 200 MG / Caffeine 50 MG / Codeine 10 MG / Fencarbamide 10 MG / Phenacetin 200 MG / Phenobarbital 25 MG Oral Tablet [Spasmo Dolviran] Box of 500,RxNorm Extension,codeine
41318829,OMOP2516791,Aspirin 200 MG / Caffeine 50 MG / Codeine 10 MG / Fencarbamide 10 MG / Phenacetin 200 MG / Phenobarbital 25 MG Oral Tablet [Spasmo Dolviran] Box of 20,RxNorm Extension,codeine
41318830,OMOP2516792,Aspirin 200 MG / Caffeine 50 MG / Codeine 10 MG Oral Tablet [Mega Dolor] Box of 1000,RxNorm Extension,codeine
41318832,OMOP2516794,Aspirin 300 MG / Bromhexine 4 MG / Codeine 15 MG Oral Tablet [Bisolvon],RxNorm Extension,codeine
41323951,OMOP2521913,Codeine 20 MG / propyphenazone 200 MG Oral Tablet [Cibalgin] Box of 50 by Novartis,RxNorm Extension,codeine
41323952,OMOP2521914,Codeine 40 MG / propyphenazone 500 MG Rectal Suppository [Cibalgin] Box of 25 by Novartis,RxNorm Extension,codeine
41323955,OMOP2521917,Acetaminophen 200 MG / Codeine 10 MG Rectal Suppository Box of 5 by Pharma Selz,RxNorm Extension,codeine
41323956,OMOP2521918,Acetaminophen 500 MG / Codeine 30 MG Oral Tablet [Paracetamol Tada] Box of 20 by Stada,RxNorm Extension,codeine
41323957,OMOP2521919,Codeine 20 MG / Diphenhydramine 25 MG / Noscapine 50 MG Extended Release Oral Capsule [Tussoretard] Box of 40 by Astellas,RxNorm Extension,codeine
41323958,OMOP2521920,Acetaminophen 400 MG / Codeine 10 MG / Dihydroergotamine 0.5 MG Oral Tablet [Ergo Lonarid] Box of 100 by Boehringer Ingelheim,RxNorm Extension,codeine
41323959,OMOP2521921,Codeine 50 MG Oral Tablet [Tryasol] Box of 10 by Pharma Wernigerode,RxNorm Extension,codeine
41323960,OMOP2521922,Codeine 15 MG Oral Tablet [Neo Codion] Box of 10 by Riemser,RxNorm Extension,codeine
41324594,OMOP2522556,Acetaminophen 400 MG / Caffeine 50 MG / Codeine 10 MG Oral Tablet [Lonarid] Box of 10 by Boehringer Ingelheim,RxNorm Extension,codeine
41324595,OMOP2522557,Acetaminophen 350 MG / Caffeine 50 MG / Codeine 30 MG Oral Tablet Box of 20 by Aristo,RxNorm Extension,codeine
41339220,OMOP2537182,2 ML Aminopyrine 150 MG/ML / Antipyrine 150 MG/ML / Codeine 25.4 MG/ML / Papaverine 25 MG/ML Injectable Solution [Titretta],RxNorm Extension,codeine
41339490,OMOP2537452,2 ML Aminopyrine 150 MG/ML / Antipyrine 25 MG/ML / Caffeine 40 MG/ML / Codeine 25.4 MG/ML Injectable Solution,RxNorm Extension,codeine
41340318,OMOP2538280,2 ML Aminopyrine 150 MG/ML / Antipyrine 25 MG/ML / Caffeine 40 MG/ML / Codeine 25.4 MG/ML Injectable Solution [Titretta] Box of 5,RxNorm Extension,codeine
41340824,OMOP2538786,2 ML Aminopyrine 150 MG/ML / Antipyrine 25 MG/ML / Caffeine 40 MG/ML / Codeine 25.4 MG/ML Injectable Solution [Titretta],RxNorm Extension,codeine
41342928,OMOP2540890,2 ML Aminopyrine 150 MG/ML / Antipyrine 150 MG/ML / Codeine 25.4 MG/ML / Papaverine 25 MG/ML Injectable Solution [Titretta] Box of 5,RxNorm Extension,codeine
41344786,OMOP2542748,2 ML Aminopyrine 150 MG/ML / Antipyrine 150 MG/ML / Codeine 25.4 MG/ML / Papaverine 25 MG/ML Injectable Solution,RxNorm Extension,codeine
41345824,OMOP2543786,2 ML Aminopyrine 150 MG/ML / Antipyrine 25 MG/ML / Caffeine 40 MG/ML / Codeine 25.4 MG/ML Injectable Solution Box of 5,RxNorm Extension,codeine
41346341,OMOP2544303,2 ML Aminopyrine 150 MG/ML / Antipyrine 150 MG/ML / Codeine 25.4 MG/ML / Papaverine 25 MG/ML Injectable Solution Box of 5,RxNorm Extension,codeine
41361464,OMOP2559426,10 ML Codeine 12.2 MG/ML / Ethylmorphine 10 MG/ML / Grindelia Robusta 250 MG/ML / Marrubium vulgare extract 200 MG/ML / Verbascum thapsus extract 300 MG/ML Oral Solution,RxNorm Extension,codeine
41361822,OMOP2559784,10 ML Cephaelis Ipecacuanha Preparation 41 MG/ML / Codeine 10 MG/ML / Ephedrine 10 MG/ML Oral Solution [Ipalat] Box of 1,RxNorm Extension,codeine
41361880,OMOP2559842,10 ML Ammonium 50 MG/ML / Camphor 2.5 MG/ML / Codeine 8 MG/ML / Diphenhydramine 10 MG/ML / Eucalyptus globulus pollen extract 3 MG/ML / Mentha piperita extract 4 MG/ML / Noscapine 28 MG/ML / ... Oral Solution [Bronchovalun],RxNorm Extension,codeine
41362291,OMOP2560253,10 ML Ammonium 7.9 MG/ML / Cephaelis Ipecacuanha Preparation 52.7 MG/ML / Codeine 7.5 MG/ML / DL-Lactic Acid 9.5 MG/ML / Pimpinella anisum extract 10.5 MG/ML Oral Solution,RxNorm Extension,codeine
41362592,OMOP2560554,10 ML Codeine 15 MG/ML Oral Solution [Neo Codion],RxNorm Extension,codeine
41362983,OMOP2560945,10 ML Codeine 1.49 MG/ML Oral Solution Box of 1,RxNorm Extension,codeine
41362992,OMOP2560954,10 ML Cephaelis Ipecacuanha Preparation 41 MG/ML / Codeine 10 MG/ML / Ephedrine 10 MG/ML Oral Solution,RxNorm Extension,codeine
41363042,OMOP2561004,10 ML Ammonium 7.9 MG/ML / Cephaelis Ipecacuanha Preparation 52.7 MG/ML / Codeine 7.5 MG/ML / DL-Lactic Acid 9.5 MG/ML / Pimpinella anisum extract 10.5 MG/ML Oral Solution Box of 1,RxNorm Extension,codeine
41363695,OMOP2561657,10 ML Codeine 15 MG/ML Oral Solution,RxNorm Extension,codeine
41364063,OMOP2562025,10 ML Codeine 12.2 MG/ML / Ethylmorphine 10 MG/ML / Grindelia Robusta 250 MG/ML / Marrubium vulgare extract 200 MG/ML / Verbascum thapsus extract 300 MG/ML Oral Solution [Neo Codion] Box of 25,RxNorm Extension,codeine
41364064,OMOP2562026,10 ML Codeine 1.26 MG/ML / Ethylmorphine 1 MG/ML Oral Solution [Neo Codion],RxNorm Extension,codeine
41364439,OMOP2562401,10 ML Codeine 1.49 MG/ML Oral Solution,RxNorm Extension,codeine
41364765,OMOP2562727,10 ML Codeine 15 MG/ML Oral Solution [Neo Codion] Box of 1,RxNorm Extension,codeine
41365174,OMOP2563136,10 ML Codeine 1.26 MG/ML / Ethylmorphine 1 MG/ML Oral Solution,RxNorm Extension,codeine
41365175,OMOP2563137,10 ML Codeine 15 MG/ML Oral Solution Box of 1,RxNorm Extension,codeine
41365216,OMOP2563178,10 ML Ammonium 50 MG/ML / Camphor 2.5 MG/ML / Codeine 8 MG/ML / Diphenhydramine 10 MG/ML / Eucalyptus globulus pollen extract 3 MG/ML / Mentha piperita extract 4 MG/ML / Noscapine 28 MG/ML / ... Oral Solution Box of 10,RxNorm Extension,codeine
41365510,OMOP2563472,10 ML Codeine 1.26 MG/ML / Ethylmorphine 1 MG/ML Oral Solution [Neo Codion] Box of 1,RxNorm Extension,codeine
41366760,OMOP2564722,10 ML Ammonium 7.9 MG/ML / Cephaelis Ipecacuanha Preparation 52.7 MG/ML / Codeine 23 MG/ML / DL-Lactic Acid 9.5 MG/ML / Pimpinella anisum extract 10.5 MG/ML Oral Solution Box of 1,RxNorm Extension,codeine
41367837,OMOP2565799,10 ML Ammonium 30 MG/ML / Camphor 3 MG/ML / Codeine 10 MG/ML / DIBUNATE 10 MG/ML / Ephedrine 10 MG/ML / Guaifenesin 20 MG/ML / Matricaria chamomilla flowering top oil 100 MG/ML / ... Oral Solution [Noordyl C Codein] Box of 1,RxNorm Extension,codeine
41368951,OMOP2566913,10 ML Cephaelis Ipecacuanha Preparation 41 MG/ML / Codeine 10 MG/ML / Ephedrine 10 MG/ML Oral Solution Box of 1,RxNorm Extension,codeine
41370079,OMOP2568041,10 ML Codeine 1.49 MG/ML Oral Solution [Neo Codion] Box of 1,RxNorm Extension,codeine
41370080,OMOP2568042,10 ML Codeine 1.49 MG/ML Oral Solution [Neo Codion],RxNorm Extension,codeine
41371223,OMOP2569185,10 ML Codeine 12.2 MG/ML / Ethylmorphine 10 MG/ML / Grindelia Robusta 250 MG/ML / Marrubium vulgare extract 200 MG/ML / Verbascum thapsus extract 300 MG/ML Oral Solution Box of 25,RxNorm Extension,codeine
41371278,OMOP2569240,10 ML Ammonium 30 MG/ML / Camphor 3 MG/ML / Codeine 10 MG/ML / DIBUNATE 10 MG/ML / Ephedrine 10 MG/ML / Guaifenesin 20 MG/ML / Matricaria chamomilla flowering top oil 100 MG/ML / Thymus vulgaris whole extract 100 MG/ML Oral Solution Box of 1,RxNorm Extension,codeine
41371582,OMOP2569544,10 ML Codeine 12.2 MG/ML / Ethylmorphine 10 MG/ML / Grindelia Robusta 250 MG/ML / Marrubium vulgare extract 200 MG/ML / Verbascum thapsus extract 300 MG/ML Oral Solution [Neo Codion],RxNorm Extension,codeine
41371661,OMOP2569623,10 ML Ammonium 30 MG/ML / Camphor 3 MG/ML / Codeine 10 MG/ML / DIBUNATE 10 MG/ML / Ephedrine 10 MG/ML / Guaifenesin 20 MG/ML / Matricaria chamomilla flowering top oil 100 MG/ML / ... Oral Solution [Noordyl C Codein],RxNorm Extension,codeine
41371809,OMOP2569771,10 ML Codeine 1.49 MG/ML Oral Solution [Neo Codion] Box of 1 by Riemser,RxNorm Extension,codeine
41372013,OMOP2569975,10 ML Codeine 1.26 MG/ML / Ethylmorphine 1 MG/ML Oral Solution Box of 1,RxNorm Extension,codeine
41372075,OMOP2570037,10 ML Ammonium 7.9 MG/ML / Cephaelis Ipecacuanha Preparation 52.7 MG/ML / Codeine 23 MG/ML / DL-Lactic Acid 9.5 MG/ML / Pimpinella anisum extract 10.5 MG/ML Oral Solution,RxNorm Extension,codeine
41372076,OMOP2570038,10 ML Ammonium 50 MG/ML / Camphor 2.5 MG/ML / Codeine 8 MG/ML / Diphenhydramine 10 MG/ML / Eucalyptus globulus pollen extract 3 MG/ML / Mentha piperita extract 4 MG/ML / Noscapine 28 MG/ML / Pimpinella anisum extract 10.5 MG/ML / ... Oral Solution,RxNorm Extension,codeine
41372368,OMOP2570330,10 ML Cephaelis Ipecacuanha Preparation 41 MG/ML / Codeine 10 MG/ML / Ephedrine 10 MG/ML Oral Solution [Ipalat],RxNorm Extension,codeine
41372424,OMOP2570386,10 ML Ammonium 50 MG/ML / Camphor 2.5 MG/ML / Codeine 8 MG/ML / Diphenhydramine 10 MG/ML / Eucalyptus globulus pollen extract 3 MG/ML / Mentha piperita extract 4 MG/ML / Noscapine 28 MG/ML / ... Oral Solution [Bronchovalun] Box of 10,RxNorm Extension,codeine
41372793,OMOP2570755,10 ML Ammonium 30 MG/ML / Camphor 3 MG/ML / Codeine 10 MG/ML / DIBUNATE 10 MG/ML / Ephedrine 10 MG/ML / Guaifenesin 20 MG/ML / Matricaria chamomilla flowering top oil 100 MG/ML / Thymus vulgaris whole extract 100 MG/ML Oral Solution,RxNorm Extension,codeine
41373633,OMOP2571595,15 ML Codeine 3 MG/ML Oral Solution,RxNorm Extension,codeine
41373707,OMOP2571669,15 ML Codeine 2 MG/ML Oral Solution [Tussipect] Box of 1,RxNorm Extension,codeine
41373708,OMOP2571670,15 ML Codeine 21.2 MG/ML Oral Solution [Optipect] Box of 1,RxNorm Extension,codeine
41373873,OMOP2571835,15 ML Cephaelis Ipecacuanha Preparation 10 MG/ML / Codeine 8 MG/ML / Ephedrine 10 MG/ML / Mandelonitrile 0.6 MG/ML / PRIMULA VERIS FLOWER EXTRACT 20 MG/ML / Thymus vulgaris whole extract 340 MG/ML Oral Solution [Expectussin] Box of 1,RxNorm Extension,codeine
41373955,OMOP2571917,15 ML Codeine 3 MG/ML Oral Solution Box of 10,RxNorm Extension,codeine
41373956,OMOP2571918,15 ML Codeine 4 MG/ML Oral Solution,RxNorm Extension,codeine
41373960,OMOP2571922,15 ML Cephaelis Ipecacuanha Preparation 10 MG/ML / Codeine 8 MG/ML / Ephedrine 10 MG/ML / Mandelonitrile 0.6 MG/ML / PRIMULA VERIS FLOWER EXTRACT 20 MG/ML / Thymus vulgaris whole extract 340 MG/ML Oral Solution,RxNorm Extension,codeine
41373964,OMOP2571926,15 ML Camphor 0.5 MG/ML / Castanea sative leaf extract 8.53 MG/ML / Codeine 7.53 MG/ML / Foeniculum vulgare whole extract 5.4 MG/ML / Guaifenesin 77.6 MG/ML / Matricaria chamomilla flowering top oil 2.8 MG/ML / ... Oral Solution Box of 1,RxNorm Extension,codeine
41374026,OMOP2571988,15 ML Codeine 17 MG/ML Oral Solution [Codeinen Hexal],RxNorm Extension,codeine
41374027,OMOP2571989,15 ML Codeine 4 MG/ML Oral Solution [Silerin Cc],RxNorm Extension,codeine
41374121,OMOP2572083,15 ML Codeine 2.5 MG/ML Oral Solution Box of 1,RxNorm Extension,codeine
41374122,OMOP2572084,15 ML Codeine 4 MG/ML Oral Solution Box of 1,RxNorm Extension,codeine
41374134,OMOP2572096,15 ML Ascorbic Acid 66.7 MG/ML / Codeine 7.53 MG/ML / Ephedrine 10 MG/ML / Galega officinalis extract 10 MG/ML / Guaifenesin 60 MG/ML / Oryctolagus cuniculus lung preparation 10 MG/ML / Plantago Seed 10 MG/ML / ... Oral Solution Box of 1,RxNorm Extension,codeine
41374197,OMOP2572159,15 ML Codeine 7.53 MG/ML / Ephedrine 10 MG/ML / Thymus vulgaris whole extract 50 MG/ML Oral Solution [Tussipect],RxNorm Extension,codeine
41374198,OMOP2572160,15 ML Codeine 2 MG/ML Oral Solution [Tussipect],RxNorm Extension,codeine
41374199,OMOP2572161,15 ML Codeine 3 MG/ML Oral Solution [Tryasol] Box of 10,RxNorm Extension,codeine
41374274,OMOP2572236,15 ML Codeine 7.53 MG/ML / Ephedrine 10 MG/ML / Thymus vulgaris whole extract 50 MG/ML Oral Solution,RxNorm Extension,codeine
41374364,OMOP2572326,15 ML Ammonium 38 MG/ML / Benzoate 5 MG/ML / Codeine 8 MG/ML / Foeniculum vulgare whole extract 0.4 MG/ML / Guaiacum officinale resin 24 MG/ML / Guaifenesin 13.3 MG/ML / Menthol 0.2 MG/ML / ... Oral Solution [Regulapect Cod],RxNorm Extension,codeine
41374439,OMOP2572401,15 ML Codeine 7.53 MG/ML / Ephedrine 10 MG/ML / Thymus vulgaris whole extract 50 MG/ML Oral Solution Box of 1,RxNorm Extension,codeine
41374440,OMOP2572402,15 ML Codeine 21.2 MG/ML Oral Solution Box of 1,RxNorm Extension,codeine
41374446,OMOP2572408,15 ML Camphor 0.5 MG/ML / Castanea sative leaf extract 8.53 MG/ML / Codeine 7.53 MG/ML / Foeniculum vulgare whole extract 5.4 MG/ML / Guaifenesin 77.6 MG/ML / Matricaria chamomilla flowering top oil 2.8 MG/ML / Menthol 1 MG/ML / ... Oral Solution,RxNorm Extension,codeine
41374451,OMOP2572413,15 ML Benzoate 3 MG/ML / Camphor 1 MG/ML / Codeine 7.53 MG/ML / Ephedrine 10 MG/ML / Menthol 3 MG/ML / PRIMULA VERIS FLOWER EXTRACT 100 MG/ML / Thymus vulgaris whole extract 100 MG/ML Oral Solution,RxNorm Extension,codeine
41374455,OMOP2572417,15 ML Ammonium 23 MG/ML / Benzoin Odoriferum 50 MG/ML / Camphor 10 MG/ML / Codeine 5 MG/ML / Ephedrine 3 MG/ML / Eucalyptus globulus pollen extract 5 MG/ML / Mentha piperita extract 2 MG/ML / ... Oral Solution Box of 1,RxNorm Extension,codeine
41374607,OMOP2572569,15 ML Codeine 18.7 MG/ML Oral Solution Box of 1,RxNorm Extension,codeine
41374608,OMOP2572570,15 ML Codeine 2 MG/ML Oral Solution Box of 1,RxNorm Extension,codeine
41374623,OMOP2572585,15 ML Ammonium 38 MG/ML / Benzoate 5 MG/ML / Codeine 8 MG/ML / Foeniculum vulgare whole extract 0.4 MG/ML / Glycyrrhiza glabra extract 22.8 MG/ML / Guaiacum officinale resin 24 MG/ML / Guaifenesin 13.3 MG/ML / Menthol 0.2 MG/ML / ... Oral Solution,RxNorm Extension,codeine
41374684,OMOP2572646,15 ML Codeine 18.7 MG/ML Oral Solution [Codeinen Ct] Box of 1,RxNorm Extension,codeine
41374685,OMOP2572647,15 ML Codeine 30 MG/ML Oral Solution [Tussipect],RxNorm Extension,codeine
41374706,OMOP2572668,15 ML Ammonium 20 MG/ML / Codeine 10 MG/ML / Ephedrine 10 MG/ML / Menthol 1.8 MG/ML / Pimpinella anisum extract 1 MG/ML / PRIMULA VERIS FLOWER EXTRACT 5 MG/ML / Thymus vulgaris whole extract 15.2 MG/ML Oral Solution [Pectamed] Box of 20,RxNorm Extension,codeine
41374776,OMOP2572738,15 ML Codeine 17 MG/ML Oral Solution Box of 1,RxNorm Extension,codeine
41374839,OMOP2572801,15 ML Codeine 4 MG/ML Oral Solution [Silerin Cc] Box of 1,RxNorm Extension,codeine
41374918,OMOP2572880,15 ML Codeine 2.5 MG/ML Oral Solution,RxNorm Extension,codeine
41374973,OMOP2572935,15 ML Codeine 30 MG/ML Oral Solution [Tussipect] Box of 1,RxNorm Extension,codeine
41374974,OMOP2572936,15 ML Codeine 2.5 MG/ML Oral Solution [Tryasol] Box of 1,RxNorm Extension,codeine
41374975,OMOP2572937,15 ML Codeine 21.2 MG/ML Oral Solution [Makatussin],RxNorm Extension,codeine
41374988,OMOP2572950,15 ML Benzoate 3 MG/ML / Camphor 1 MG/ML / Codeine 7.53 MG/ML / Ephedrine 10 MG/ML / Menthol 3 MG/ML / PRIMULA VERIS FLOWER EXTRACT 100 MG/ML / Thymus vulgaris whole extract 100 MG/ML Oral Solution [Antussan] Box of 1,RxNorm Extension,codeine
41374992,OMOP2572954,15 ML Ascorbic Acid 66.7 MG/ML / Codeine 7.53 MG/ML / Ephedrine 10 MG/ML / Galega officinalis extract 10 MG/ML / Guaifenesin 60 MG/ML / Oryctolagus cuniculus lung preparation 10 MG/ML / Plantago Seed 10 MG/ML / ... Oral Solution [Pro Pecton],RxNorm Extension,codeine
41374996,OMOP2572958,15 ML Ammonium 20 MG/ML / Codeine 10 MG/ML / Ephedrine 10 MG/ML / Menthol 1.8 MG/ML / Pimpinella anisum extract 1 MG/ML / PRIMULA VERIS FLOWER EXTRACT 5 MG/ML / Thymus vulgaris whole extract 15.2 MG/ML Oral Solution [Pectamed],RxNorm Extension,codeine
41374997,OMOP2572959,15 ML Ammonium 20 MG/ML / Codeine 10 MG/ML / Ephedrine 10 MG/ML / Menthol 1.8 MG/ML / Pimpinella anisum extract 1 MG/ML / PRIMULA VERIS FLOWER EXTRACT 5 MG/ML / Thymus vulgaris whole extract 15.2 MG/ML Oral Solution [Codicompren],RxNorm Extension,codeine
41375071,OMOP2573033,15 ML Codeine 17 MG/ML Oral Solution,RxNorm Extension,codeine
41375082,OMOP2573044,15 ML Ammonium 38 MG/ML / Benzoate 5 MG/ML / Codeine 8 MG/ML / Foeniculum vulgare whole extract 0.4 MG/ML / Guaiacum officinale resin 24 MG/ML / Guaifenesin 13.3 MG/ML / Menthol 0.2 MG/ML / Pimpinella anisum extract 7 MG/ML / ... Oral Solution Box of 1,RxNorm Extension,codeine
41375153,OMOP2573115,15 ML Codeine 7.53 MG/ML / Ephedrine 10 MG/ML / Thymus vulgaris whole extract 50 MG/ML Oral Solution [Tussipect] Box of 1,RxNorm Extension,codeine
41375154,OMOP2573116,15 ML Codeine 3 MG/ML Oral Solution [Tryasol],RxNorm Extension,codeine
41375192,OMOP2573154,15 ML Codeine 18.7 MG/ML Oral Solution [Codeinen Ct] Box of 1 by AbZ-Pharma,RxNorm Extension,codeine
41375230,OMOP2573192,15 ML Codeine 2 MG/ML Oral Solution,RxNorm Extension,codeine
41375231,OMOP2573193,15 ML Codeine 2.5 MG/ML Oral Solution Box of 10,RxNorm Extension,codeine
41375238,OMOP2573200,15 ML Ascorbic Acid 66.7 MG/ML / Codeine 7.53 MG/ML / Ephedrine 10 MG/ML / Galega officinalis extract 10 MG/ML / Guaifenesin 60 MG/ML / Oryctolagus cuniculus lung preparation 10 MG/ML / Plantago Seed 10 MG/ML / ... Oral Solution,RxNorm Extension,codeine
41375241,OMOP2573203,15 ML Ammonium 20 MG/ML / Codeine 10 MG/ML / Ephedrine 10 MG/ML / Menthol 1.8 MG/ML / Pimpinella anisum extract 1 MG/ML / PRIMULA VERIS FLOWER EXTRACT 5 MG/ML / Thymus vulgaris whole extract 15.2 MG/ML Oral Solution Box of 1,RxNorm Extension,codeine
41375242,OMOP2573204,15 ML Ammonium 23 MG/ML / Benzoin Odoriferum 50 MG/ML / Camphor 10 MG/ML / Codeine 5 MG/ML / Ephedrine 3 MG/ML / Eucalyptus globulus pollen extract 5 MG/ML / Mentha piperita extract 2 MG/ML / Thymus vulgaris whole extract 100 MG/ML / ... Oral Solution,RxNorm Extension,codeine
41375243,OMOP2573205,15 ML Ammonium 38 MG/ML / Benzoate 5 MG/ML / Codeine 8 MG/ML / Foeniculum vulgare whole extract 0.4 MG/ML / Guaiacum officinale resin 24 MG/ML / Guaifenesin 13.3 MG/ML / Menthol 0.2 MG/ML / Pimpinella anisum extract 7 MG/ML / ... Oral Solution,RxNorm Extension,codeine
41375244,OMOP2573206,15 ML Ammonium 38 MG/ML / Benzoate 5 MG/ML / Codeine 8 MG/ML / Foeniculum vulgare whole extract 0.4 MG/ML / Glycyrrhiza glabra extract 22.8 MG/ML / Guaiacum officinale resin 24 MG/ML / Guaifenesin 13.3 MG/ML / ... Oral Solution Box of 1,RxNorm Extension,codeine
41375291,OMOP2573253,15 ML Codeine 2.5 MG/ML Oral Solution [Tryasol],RxNorm Extension,codeine
41375344,OMOP2573306,15 ML Codeine 17 MG/ML Oral Solution [Codeinen Hexal] Box of 1 by Novartis,RxNorm Extension,codeine
41375384,OMOP2573346,15 ML Codeine 18.7 MG/ML Oral Solution,RxNorm Extension,codeine
41375385,OMOP2573347,15 ML Codeine 30 MG/ML Oral Solution Box of 1,RxNorm Extension,codeine
41375442,OMOP2573404,15 ML Codeine 17 MG/ML Oral Solution [Codeinen Hexal] Box of 1,RxNorm Extension,codeine
41375458,OMOP2573420,15 ML Ammonium 20 MG/ML / Codeine 10 MG/ML / Ephedrine 10 MG/ML / Menthol 1.8 MG/ML / Pimpinella anisum extract 1 MG/ML / PRIMULA VERIS FLOWER EXTRACT 5 MG/ML / Thymus vulgaris whole extract 15.2 MG/ML Oral Solution [Pectamed] Box of 1,RxNorm Extension,codeine
41375459,OMOP2573421,15 ML Ammonium 20 MG/ML / Codeine 10 MG/ML / Ephedrine 10 MG/ML / Menthol 1.8 MG/ML / Pimpinella anisum extract 1 MG/ML / PRIMULA VERIS FLOWER EXTRACT 5 MG/ML / Thymus vulgaris whole extract 15.2 MG/ML Oral Solution [Codicompren] Box of 1,RxNorm Extension,codeine
41375531,OMOP2573493,15 ML Ammonium 20 MG/ML / Codeine 10 MG/ML / Ephedrine 10 MG/ML / Menthol 1.8 MG/ML / Pimpinella anisum extract 1 MG/ML / PRIMULA VERIS FLOWER EXTRACT 5 MG/ML / Thymus vulgaris whole extract 15.2 MG/ML Oral Solution Box of 20,RxNorm Extension,codeine
41375532,OMOP2573494,15 ML Ammonium 20 MG/ML / Codeine 10 MG/ML / Ephedrine 10 MG/ML / Menthol 1.8 MG/ML / Pimpinella anisum extract 1 MG/ML / PRIMULA VERIS FLOWER EXTRACT 5 MG/ML / Thymus vulgaris whole extract 15.2 MG/ML Oral Solution,RxNorm Extension,codeine
41375585,OMOP2573547,15 ML Codeine 30 MG/ML Oral Solution [Tryasol] Box of 1,RxNorm Extension,codeine
41375586,OMOP2573548,15 ML Codeine 2.5 MG/ML Oral Solution [Tryasol] Box of 10,RxNorm Extension,codeine
41375672,OMOP2573634,15 ML Benzoate 3 MG/ML / Camphor 1 MG/ML / Codeine 7.53 MG/ML / Ephedrine 10 MG/ML / Menthol 3 MG/ML / PRIMULA VERIS FLOWER EXTRACT 100 MG/ML / Thymus vulgaris whole extract 100 MG/ML Oral Solution Box of 1,RxNorm Extension,codeine
41375747,OMOP2573709,15 ML Codeine 18.7 MG/ML Oral Solution [Codeinen Ct],RxNorm Extension,codeine
41375749,OMOP2573711,15 ML Codeine 21.2 MG/ML Oral Solution [Makatussin] Box of 1,RxNorm Extension,codeine
41375763,OMOP2573725,15 ML Benzoate 3 MG/ML / Camphor 1 MG/ML / Codeine 7.53 MG/ML / Ephedrine 10 MG/ML / Menthol 3 MG/ML / PRIMULA VERIS FLOWER EXTRACT 100 MG/ML / Thymus vulgaris whole extract 100 MG/ML Oral Solution [Antussan],RxNorm Extension,codeine
41375765,OMOP2573727,15 ML Ascorbic Acid 66.7 MG/ML / Codeine 7.53 MG/ML / Ephedrine 10 MG/ML / Galega officinalis extract 10 MG/ML / Guaifenesin 60 MG/ML / Oryctolagus cuniculus lung preparation 10 MG/ML / Plantago Seed 10 MG/ML / ... Oral Solution [Pro Pecton] Box of 1,RxNorm Extension,codeine
