concept_id,concept_code,concept_name,vocabulary_id,ingredient
40747853,OMOP4709435,Buprenorphine 0.005 MG/HR Transdermal System [Panitaz],RxNorm Extension,buprenorphine
40747854,OMOP4709434,Buprenorphine 0.005 MG/HR Transdermal System [Bupramyl] by Mylan,RxNorm Extension,buprenorphine
40747855,OMOP4709433,Buprenorphine 0.005 MG/HR Transdermal System [Bupramyl],RxNorm Extension,buprenorphine
40747856,OMOP4709432,Buprenorphine 0.005 MG/HR Transdermal System [Bunov] by Glenmark,RxNorm Extension,buprenorphine
40747857,OMOP4709431,Buprenorphine 0.005 MG/HR Transdermal System [Bunov],RxNorm Extension,buprenorphine
40747858,OMOP4709430,Buprenorphine 0.005 MG/HR Transdermal System [Reletrans] by Sandoz,RxNorm Extension,buprenorphine
40747859,OMOP4709429,Buprenorphine 0.005 MG/HR Transdermal System [Reletrans],RxNorm Extension,buprenorphine
40747860,OMOP4709428,Buprenorphine 0.005 MG/HR Transdermal System [Sevodyne] by Aspire,RxNorm Extension,buprenorphine
40747861,OMOP4709427,Buprenorphine 0.005 MG/HR Transdermal System [Sevodyne],RxNorm Extension,buprenorphine
40747862,OMOP4709426,Buprenorphine 0.005 MG/HR [Busiete],RxNorm Extension,buprenorphine
40747863,OMOP4709425,Buprenorphine 0.005 MG/HR [Panitaz],RxNorm Extension,buprenorphine
40747864,OMOP4709424,Buprenorphine 0.005 MG/HR [Bupramyl],RxNorm Extension,buprenorphine
40747865,OMOP4709423,Buprenorphine 0.005 MG/HR [Bunov],RxNorm Extension,buprenorphine
40747866,OMOP4709422,Buprenorphine 0.005 MG/HR [Reletrans],RxNorm Extension,buprenorphine
40747867,OMOP4709421,Buprenorphine 0.005 MG/HR [Sevodyne],RxNorm Extension,buprenorphine
40747868,OMOP4709420,Buprenorphine 0.015 MG/HR Transdermal System [Butec] by Qdem,RxNorm Extension,buprenorphine
40747869,OMOP4709419,Buprenorphine 0.015 MG/HR Transdermal System [Butec],RxNorm Extension,buprenorphine
40747870,OMOP4709418,Buprenorphine 0.015 MG/HR Transdermal System [Reletrans] by Sandoz,RxNorm Extension,buprenorphine
40747871,OMOP4709417,Buprenorphine 0.015 MG/HR Transdermal System [Reletrans],RxNorm Extension,buprenorphine
40747872,OMOP4709416,Buprenorphine 0.015 MG/HR [Butec],RxNorm Extension,buprenorphine
40747873,OMOP4709415,Buprenorphine 0.015 MG/HR [Reletrans],RxNorm Extension,buprenorphine
40747874,OMOP4709414,Buprenorphine 0.02 MG/HR Transdermal System by A A H,RxNorm Extension,buprenorphine
40747875,OMOP4709413,Buprenorphine 0.02 MG/HR Transdermal System [Busiete] by TEVA,RxNorm Extension,buprenorphine
40747876,OMOP4709412,Buprenorphine 0.02 MG/HR Transdermal System [Busiete],RxNorm Extension,buprenorphine
40747877,OMOP4709411,Buprenorphine 0.02 MG/HR Transdermal System [Panitaz] by Dr Reddy's,RxNorm Extension,buprenorphine
40747878,OMOP4709410,Buprenorphine 0.02 MG/HR Transdermal System [Panitaz],RxNorm Extension,buprenorphine
40747879,OMOP4709409,Buprenorphine 0.02 MG/HR Transdermal System [Bupramyl] by Mylan,RxNorm Extension,buprenorphine
40747880,OMOP4709408,Buprenorphine 0.02 MG/HR Transdermal System [Bupramyl],RxNorm Extension,buprenorphine
40747881,OMOP4709407,Buprenorphine 0.02 MG/HR Transdermal System [Bunov] by Glenmark,RxNorm Extension,buprenorphine
40747882,OMOP4709406,Buprenorphine 0.02 MG/HR Transdermal System [Bunov],RxNorm Extension,buprenorphine
40747883,OMOP4709405,Buprenorphine 0.02 MG/HR Transdermal System [Reletrans] by Sandoz,RxNorm Extension,buprenorphine
40747884,OMOP4709404,Buprenorphine 0.02 MG/HR Transdermal System [Reletrans],RxNorm Extension,buprenorphine
40747885,OMOP4709403,Buprenorphine 0.02 MG/HR Transdermal System [Sevodyne] by Aspire,RxNorm Extension,buprenorphine
40747886,OMOP4709402,Buprenorphine 0.02 MG/HR Transdermal System [Sevodyne],RxNorm Extension,buprenorphine
40747887,OMOP4709401,Buprenorphine 0.02 MG/HR [Busiete],RxNorm Extension,buprenorphine
40747888,OMOP4709400,Buprenorphine 0.02 MG/HR [Panitaz],RxNorm Extension,buprenorphine
40747889,OMOP4709399,Buprenorphine 0.02 MG/HR [Bupramyl],RxNorm Extension,buprenorphine
40747890,OMOP4709398,Buprenorphine 0.02 MG/HR [Bunov],RxNorm Extension,buprenorphine
40747891,OMOP4709397,Buprenorphine 0.02 MG/HR [Reletrans],RxNorm Extension,buprenorphine
40747892,OMOP4709396,Buprenorphine 0.02 MG/HR [Sevodyne],RxNorm Extension,buprenorphine
40747893,OMOP4709395,Buprenorphine 0.0525 MG/HR Transdermal System [Transtec] by Sigma,RxNorm Extension,buprenorphine
40747894,OMOP4709394,Buprenorphine 0.0525 MG/HR Transdermal System [Buplast] by Mylan,RxNorm Extension,buprenorphine
40747899,OMOP4709393,Buprenorphine 0.0525 MG/HR Transdermal System [Buplast],RxNorm Extension,buprenorphine
40747900,OMOP4709392,Buprenorphine 0.0525 MG/HR Transdermal System [Carlosafine] by Glenmark,RxNorm Extension,buprenorphine
40747901,OMOP4709391,Buprenorphine 0.0525 MG/HR Transdermal System [Carlosafine],RxNorm Extension,buprenorphine
40747902,OMOP4709390,Buprenorphine 0.0525 MG/HR Transdermal System [Turgeon] by TEVA,RxNorm Extension,buprenorphine
40747903,OMOP4709389,Buprenorphine 0.0525 MG/HR Transdermal System [Turgeon],RxNorm Extension,buprenorphine
40747904,OMOP4709388,Buprenorphine 0.0525 MG/HR Transdermal System [Prenotrix] by Genesis,RxNorm Extension,buprenorphine
40747905,OMOP4709387,Buprenorphine 0.0525 MG/HR Transdermal System [Prenotrix],RxNorm Extension,buprenorphine
40747906,OMOP4709386,Buprenorphine 0.0525 MG/HR Transdermal System [Bupeaze] by Dr Reddy's,RxNorm Extension,buprenorphine
40747907,OMOP4709385,Buprenorphine 0.0525 MG/HR Transdermal System [Bupeaze],RxNorm Extension,buprenorphine
40747908,OMOP4709384,Buprenorphine 0.0525 MG/HR Transdermal System [Relevtec] by Sandoz,RxNorm Extension,buprenorphine
40747909,OMOP4709383,Buprenorphine 0.0525 MG/HR Transdermal System [Relevtec],RxNorm Extension,buprenorphine
40747910,OMOP4709382,Buprenorphine 0.0525 MG/HR [Buplast],RxNorm Extension,buprenorphine
40747911,OMOP4709381,Buprenorphine 0.0525 MG/HR [Carlosafine],RxNorm Extension,buprenorphine
40747912,OMOP4709380,Buprenorphine 0.0525 MG/HR [Turgeon],RxNorm Extension,buprenorphine
40747913,OMOP4709379,Buprenorphine 0.0525 MG/HR [Prenotrix],RxNorm Extension,buprenorphine
40747914,OMOP4709378,Buprenorphine 0.0525 MG/HR [Bupeaze],RxNorm Extension,buprenorphine
40747915,OMOP4709377,Buprenorphine 0.0525 MG/HR [Relevtec],RxNorm Extension,buprenorphine
40747916,OMOP4709376,Buprenorphine 1 MG Sublingual Tablet [Gabup] Box of 7 by Martindale,RxNorm Extension,buprenorphine
40747917,OMOP4709375,Buprenorphine 1 MG Sublingual Tablet [Gabup] Box of 7,RxNorm Extension,buprenorphine
40747918,OMOP4709374,Buprenorphine 1 MG Sublingual Tablet [Gabup] by Martindale,RxNorm Extension,buprenorphine
40747919,OMOP4709373,Buprenorphine 1 MG Sublingual Tablet [Gabup],RxNorm Extension,buprenorphine
40747920,OMOP4709372,Buprenorphine 1 MG Sublingual Tablet Box of 7,RxNorm Extension,buprenorphine
40747921,OMOP4709371,Buprenorphine 1 MG Sublingual Tablet,RxNorm Extension,buprenorphine
40747922,OMOP4709367,Buprenorphine Oral Strip [Espranor],RxNorm Extension,buprenorphine
40747923,OMOP4709366,Buprenorphine Transdermal System [Buplast],RxNorm Extension,buprenorphine
40747924,OMOP4709365,Buprenorphine Transdermal System [Busiete],RxNorm Extension,buprenorphine
40747925,OMOP4709364,Buprenorphine Transdermal System [Carlosafine],RxNorm Extension,buprenorphine
40747926,OMOP4709363,Buprenorphine Transdermal System [Turgeon],RxNorm Extension,buprenorphine
40747927,OMOP4709362,Buprenorphine Transdermal System [Prenotrix],RxNorm Extension,buprenorphine
40747928,OMOP4709361,Buprenorphine Transdermal System [Panitaz],RxNorm Extension,buprenorphine
40747929,OMOP4709360,Buprenorphine Transdermal System [Bupramyl],RxNorm Extension,buprenorphine
40747930,OMOP4709359,Buprenorphine Transdermal System [Bunov],RxNorm Extension,buprenorphine
40747931,OMOP4709358,Buprenorphine Transdermal System [Bupeaze],RxNorm Extension,buprenorphine
40748265,OMOP4709370,Buprenorphine 1 MG [Gabup],RxNorm Extension,buprenorphine
40748347,OMOP4709357,Buprenorphine Transdermal System [Reletrans],RxNorm Extension,buprenorphine
40748348,OMOP4709356,Buprenorphine Transdermal System [Sevodyne],RxNorm Extension,buprenorphine
40748349,OMOP4709355,Buprenorphine Transdermal System [Relevtec],RxNorm Extension,buprenorphine
40748476,OMOP4709369,Buprenorphine 1 MG,RxNorm Extension,buprenorphine
40748519,OMOP4709368,Buprenorphine Oral Strip,RxNorm Extension,buprenorphine
40820992,OMOP2018954,Buprenorphine 2 MG Sublingual Tablet Box of 7 by Ratiopharm,RxNorm Extension,buprenorphine
40822804,OMOP2020766,Buprenorphine 0.0525 MG/HR Transdermal System [Bupre Hexal] Box of 4,RxNorm Extension,buprenorphine
40823502,OMOP2021464,Buprenorphine 0.0525 MG/HR Transdermal System [Transtec] Box of 8 by Gruenenthal,RxNorm Extension,buprenorphine
40824054,OMOP2022016,Buprenorphine 8 MG / Naloxone 2 MG Sublingual Tablet [Suboxone Lt],RxNorm Extension,buprenorphine
40825608,OMOP2023570,Buprenorphine 0.005 MG/HR Transdermal System [Bupre 1a Pharma] Box of 4,RxNorm Extension,buprenorphine
40825997,OMOP2023959,Buprenorphine 0.2 MG Sublingual Tablet [Buprenorphin Hexal] Box of 50 by Novartis,RxNorm Extension,buprenorphine
40829811,OMOP2027773,Buprenorphine 2 MG / Naloxone 0.5 MG [Suboxone R],RxNorm Extension,buprenorphine
40829812,OMOP2027774,Buprenorphine 0.4 MG [Buprenorphin Dura],RxNorm Extension,buprenorphine
40829813,OMOP2027775,Buprenorphine 0.07 MG/HR [Triquisic],RxNorm Extension,buprenorphine
40829814,OMOP2027776,Buprenorphine 0.005 MG/HR [Buprenorphin Ratiopharm],RxNorm Extension,buprenorphine
40829815,OMOP2027777,Buprenorphine 0.005 MG/HR [Bupre Hexal],RxNorm Extension,buprenorphine
40829817,OMOP2027779,Buprenorphine 0.01 MG/HR [Buprenorphin Neuraxpharm],RxNorm Extension,buprenorphine
40829818,OMOP2027780,Buprenorphine 0.02 MG/HR [Buprenorphin Ratiopharm],RxNorm Extension,buprenorphine
40833080,OMOP2031042,Buprenorphine Injectable Solution [Temgesic],RxNorm Extension,buprenorphine
40837740,OMOP2035702,Buprenorphine 2 MG Sublingual Tablet Box of 280,RxNorm Extension,buprenorphine
40837741,OMOP2035703,Buprenorphine 0.3 MG/ML Injectable Solution Box of 300,RxNorm Extension,buprenorphine
40837742,OMOP2035704,Buprenorphine 0.015 MG/HR Transdermal System Box of 8,RxNorm Extension,buprenorphine
40837743,OMOP2035705,Buprenorphine 0.035 MG/HR Transdermal System Box of 24,RxNorm Extension,buprenorphine
40837744,OMOP2035706,Buprenorphine 0.0525 MG/HR Transdermal System Box of 30,RxNorm Extension,buprenorphine
40837745,OMOP2035707,Buprenorphine 0.4 MG Sublingual Tablet Box of 10,RxNorm Extension,buprenorphine
40837746,OMOP2035708,Buprenorphine 0.01 MG/HR Transdermal System Box of 10,RxNorm Extension,buprenorphine
40849208,OMOP2047170,Buprenorphine 2 MG Sublingual Tablet [Buprenorphin Ethypharm] Box of 7,RxNorm Extension,buprenorphine
40849209,OMOP2047171,Buprenorphine 0.4 MG Sublingual Tablet [Temgesic] Box of 10,RxNorm Extension,buprenorphine
40849213,OMOP2047175,Buprenorphine 0.07 MG/HR Transdermal System [Transtec] Box of 10,RxNorm Extension,buprenorphine
40849214,OMOP2047176,Buprenorphine 0.07 MG/HR Transdermal System [Buprenorphin Ratiopharm] Box of 10,RxNorm Extension,buprenorphine
40849216,OMOP2047178,Buprenorphine 0.07 MG/HR Transdermal System [Bupre Hexal] Box of 4,RxNorm Extension,buprenorphine
40849217,OMOP2047179,Buprenorphine 0.07 MG/HR Transdermal System [Bupre 1a Pharma] Box of 8,RxNorm Extension,buprenorphine
40849220,OMOP2047182,Buprenorphine 0.035 MG/HR Transdermal System [Triquisic] Box of 5,RxNorm Extension,buprenorphine
40849224,OMOP2047186,Buprenorphine 0.035 MG/HR Transdermal System [Buprenorphin Ratiopharm] Box of 5,RxNorm Extension,buprenorphine
40849225,OMOP2047187,Buprenorphine 0.035 MG/HR Transdermal System [Buprenorphin Abz] Box of 5,RxNorm Extension,buprenorphine
40849226,OMOP2047188,Buprenorphine 0.035 MG/HR Transdermal System [Bupre 1a Pharma] Box of 5,RxNorm Extension,buprenorphine
40849227,OMOP2047189,Buprenorphine 0.005 MG/HR Transdermal System [Buprenorphin Aristo] Box of 4,RxNorm Extension,buprenorphine
40849228,OMOP2047190,Buprenorphine 0.005 MG/HR Transdermal System [Bupre 1a Pharma] Box of 8,RxNorm Extension,buprenorphine
40849229,OMOP2047191,Buprenorphine 0.005 MG/HR Transdermal System [Bupre 1a Pharma],RxNorm Extension,buprenorphine
40849230,OMOP2047192,Buprenorphine 8 MG Sublingual Tablet [Buprenorphin Ratiopharm],RxNorm Extension,buprenorphine
40849231,OMOP2047193,Buprenorphine 8 MG Sublingual Tablet [Bupensan] Box of 28,RxNorm Extension,buprenorphine
40849233,OMOP2047195,Buprenorphine 0.0525 MG/HR Transdermal System [Transtec] Box of 24,RxNorm Extension,buprenorphine
40849234,OMOP2047196,Buprenorphine 0.0525 MG/HR Transdermal System [Transtec] Box of 10,RxNorm Extension,buprenorphine
40849235,OMOP2047197,Buprenorphine 0.0525 MG/HR Transdermal System [Bupre Hexal] Box of 20,RxNorm Extension,buprenorphine
40849236,OMOP2047198,Buprenorphine 0.0525 MG/HR Transdermal System [Bupre 1a Pharma] Box of 8,RxNorm Extension,buprenorphine
40849239,OMOP2047201,Buprenorphine 0.01 MG/HR Transdermal System [Norspan] Box of 12,RxNorm Extension,buprenorphine
40849240,OMOP2047202,Buprenorphine 0.01 MG/HR Transdermal System [Buprenorphin Neuraxpharm],RxNorm Extension,buprenorphine
40856555,OMOP2054517,Buprenorphine 8 MG / Naloxone 2 MG Sublingual Tablet [Suboxone Lt] Box of 28 by Merck,RxNorm Extension,buprenorphine
40856556,OMOP2054518,Buprenorphine 2 MG Sublingual Tablet [Subutex] Box of 28 by Merck,RxNorm Extension,buprenorphine
40856557,OMOP2054519,Buprenorphine 2 MG Sublingual Tablet [Buprenorphin Actavis] Box of 7 by Puren,RxNorm Extension,buprenorphine
40856558,OMOP2054520,Buprenorphine 0.4 MG Sublingual Tablet [Subutex] Box of 28 by Merck,RxNorm Extension,buprenorphine
40856559,OMOP2054521,Buprenorphine 0.07 MG/HR Transdermal System Box of 16 by PB,RxNorm Extension,buprenorphine
40856560,OMOP2054522,Buprenorphine 0.07 MG/HR Transdermal System Box of 5 by Emra-Med,RxNorm Extension,buprenorphine
40856561,OMOP2054523,Buprenorphine 0.005 MG/HR Transdermal System [Norspan] Box of 10 by Gruenenthal,RxNorm Extension,buprenorphine
40856562,OMOP2054524,Buprenorphine 8 MG Sublingual Tablet [Buprenorphin Sanofi] Box of 28 by Sanofi,RxNorm Extension,buprenorphine
40856563,OMOP2054525,Buprenorphine 0.0525 MG/HR Transdermal System Box of 5 by PB,RxNorm Extension,buprenorphine
40856564,OMOP2054526,Buprenorphine 0.02 MG/HR Transdermal System [Norspan] Box of 8 by Gruenenthal,RxNorm Extension,buprenorphine
40861005,OMOP2058967,Buprenorphine 0.015 MG/HR [Bupre Hexal],RxNorm Extension,buprenorphine
40868849,OMOP2066811,Buprenorphine 0.45 MG / Naloxone 2 MG Sublingual Tablet,RxNorm Extension,buprenorphine
40868851,OMOP2066813,Buprenorphine 0.03 MG/HR Transdermal System Box of 16,RxNorm Extension,buprenorphine
40868852,OMOP2066814,Buprenorphine 0.4 MG Sublingual Tablet Box of 24,RxNorm Extension,buprenorphine
40880399,OMOP2078361,Buprenorphine 0.45 MG / Naloxone 2 MG Sublingual Tablet [Suboxone Lt],RxNorm Extension,buprenorphine
40880402,OMOP2078364,Buprenorphine 0.4 MG Sublingual Tablet [Temgesic] Box of 20,RxNorm Extension,buprenorphine
40880406,OMOP2078368,Buprenorphine 0.07 MG/HR Transdermal System [Bupre 1a Pharma] Box of 20,RxNorm Extension,buprenorphine
40880408,OMOP2078370,Buprenorphine 0.3 MG/ML Injectable Solution [Temgesic] Box of 5,RxNorm Extension,buprenorphine
40880409,OMOP2078371,Buprenorphine 0.015 MG/HR Transdermal System [Bupre 1a Pharma] Box of 4,RxNorm Extension,buprenorphine
40880413,OMOP2078375,Buprenorphine 0.035 MG/HR Transdermal System [Buprenorphin Ratiopharm] Box of 16,RxNorm Extension,buprenorphine
40880414,OMOP2078376,Buprenorphine 0.035 MG/HR Transdermal System [Buprenorphin Abz],RxNorm Extension,buprenorphine
40880415,OMOP2078377,Buprenorphine 0.035 MG/HR Transdermal System [Bupre Hexal] Box of 16,RxNorm Extension,buprenorphine
40880416,OMOP2078378,Buprenorphine 0.035 MG/HR Transdermal System [Bupre Hexal] Box of 10,RxNorm Extension,buprenorphine
40880418,OMOP2078380,Buprenorphine 0.005 MG/HR Transdermal System [Norspan] Box of 2,RxNorm Extension,buprenorphine
40880419,OMOP2078381,Buprenorphine 8 MG Sublingual Tablet [Buprenorphin Actavis] Box of 7,RxNorm Extension,buprenorphine
40880420,OMOP2078382,Buprenorphine 8 MG Sublingual Tablet [Buprenorphin Abz] Box of 7,RxNorm Extension,buprenorphine
40880421,OMOP2078383,Buprenorphine 0.2 MG Sublingual Tablet [Temgesic] Box of 800,RxNorm Extension,buprenorphine
40880422,OMOP2078384,Buprenorphine 0.2 MG Sublingual Tablet [Buprenorphin Hexal] Box of 70,RxNorm Extension,buprenorphine
40880427,OMOP2078389,Buprenorphine 0.0525 MG/HR Transdermal System [Buprenorphin Beta] Box of 8,RxNorm Extension,buprenorphine
40880428,OMOP2078390,Buprenorphine 0.0525 MG/HR Transdermal System [Bupre Hexal] Box of 16,RxNorm Extension,buprenorphine
40880429,OMOP2078391,Buprenorphine 0.0525 MG/HR Transdermal System [Bupre Hexal],RxNorm Extension,buprenorphine
40880434,OMOP2078396,Buprenorphine 0.01 MG/HR Transdermal System [Buprenorphin Ratiopharm],RxNorm Extension,buprenorphine
40880435,OMOP2078397,Buprenorphine 0.01 MG/HR Transdermal System [Bupre 1a Pharma],RxNorm Extension,buprenorphine
40880437,OMOP2078399,Buprenorphine 0.02 MG/HR Transdermal System [Norspan] Box of 8,RxNorm Extension,buprenorphine
40880438,OMOP2078400,Buprenorphine 0.02 MG/HR Transdermal System [Bupre 1a Pharma] Box of 4,RxNorm Extension,buprenorphine
40887847,OMOP2085809,Buprenorphine 2 MG Sublingual Tablet [Buprenorphin Sanofi] Box of 7 by Sanofi,RxNorm Extension,buprenorphine
40887848,OMOP2085810,Buprenorphine 2 MG Sublingual Tablet [Buprenorphin Neuraxpharm] Box of 28 by Neuraxpharm,RxNorm Extension,buprenorphine
40887849,OMOP2085811,Buprenorphine 2 MG Sublingual Tablet [Buprenorphin Abz] Box of 7 by AbZ-Pharma,RxNorm Extension,buprenorphine
40887850,OMOP2085812,Buprenorphine 0.04 MG/HR Transdermal System [Norspan] Box of 12 by Gruenenthal,RxNorm Extension,buprenorphine
40887851,OMOP2085813,Buprenorphine 0.4 MG Sublingual Tablet [Buprenorphin Hexal] Box of 50 by Novartis,RxNorm Extension,buprenorphine
40887852,OMOP2085814,Buprenorphine 0.4 MG Sublingual Tablet [Buprenorphin Ethypharm] Box of 7 by Ethypharm,RxNorm Extension,buprenorphine
40887853,OMOP2085815,Buprenorphine 0.07 MG/HR Transdermal System [Transtec] Box of 20 by Gruenenthal,RxNorm Extension,buprenorphine
40887854,OMOP2085816,Buprenorphine 0.07 MG/HR Transdermal System [Transtec] Box of 4 by Gruenenthal,RxNorm Extension,buprenorphine
40887855,OMOP2085817,Buprenorphine 0.035 MG/HR Transdermal System [Transtec] Box of 24 by Gruenenthal,RxNorm Extension,buprenorphine
40887856,OMOP2085818,Buprenorphine 0.035 MG/HR Transdermal System Box of 16 by PB,RxNorm Extension,buprenorphine
40887857,OMOP2085819,Buprenorphine 0.035 MG/HR Transdermal System Box of 5 by Emra-Med,RxNorm Extension,buprenorphine
40887858,OMOP2085820,Buprenorphine 8 MG Sublingual Tablet [Subutex] Box of 28 by Indivior,RxNorm Extension,buprenorphine
40887859,OMOP2085821,Buprenorphine 8 MG Sublingual Tablet [Buprenorphin Dura] Box of 28 by Mylan,RxNorm Extension,buprenorphine
40887860,OMOP2085822,Buprenorphine 0.0525 MG/HR Transdermal System Box of 10 by Emra-Med,RxNorm Extension,buprenorphine
40887861,OMOP2085823,Buprenorphine 0.02 MG/HR Transdermal System [Norspan] Box of 12 by Gruenenthal,RxNorm Extension,buprenorphine
40892258,OMOP2090220,Buprenorphine 0.07 MG/HR [Buprenorphin Ratiopharm],RxNorm Extension,buprenorphine
40892259,OMOP2090221,Buprenorphine 0.2 MG [Buprenorphin Hexal],RxNorm Extension,buprenorphine
40892260,OMOP2090222,Buprenorphine 0.0525 MG/HR [Buprenorphin Abz],RxNorm Extension,buprenorphine
40895453,OMOP2093415,Buprenorphine Transdermal System [Buprenorphin Ratiopharm],RxNorm Extension,buprenorphine
40895454,OMOP2093416,Buprenorphine Sublingual Tablet [Buprenorphin Ratiopharm],RxNorm Extension,buprenorphine
40899954,OMOP2097916,Buprenorphine 0.4 MG Sublingual Tablet Box of 280,RxNorm Extension,buprenorphine
40899955,OMOP2097917,Buprenorphine 8 MG Sublingual Tablet Box of 280,RxNorm Extension,buprenorphine
40899956,OMOP2097918,Buprenorphine 0.0525 MG/HR Transdermal System Box of 24,RxNorm Extension,buprenorphine
40899957,OMOP2097919,Buprenorphine 0.01 MG/HR Transdermal System Box of 12,RxNorm Extension,buprenorphine
40911436,OMOP2109398,Buprenorphine 0.45 MG / Naloxone 2 MG Sublingual Tablet [Suboxone Lt] Box of 7,RxNorm Extension,buprenorphine
40911437,OMOP2109399,Buprenorphine 2 MG Sublingual Tablet [Buprenorphin Actavis] Box of 7,RxNorm Extension,buprenorphine
40911438,OMOP2109400,Buprenorphine 0.4 MG Sublingual Tablet [Temgesic] Box of 900,RxNorm Extension,buprenorphine
40911439,OMOP2109401,Buprenorphine 0.4 MG Sublingual Tablet [Buprenorphin Puren] Box of 28,RxNorm Extension,buprenorphine
40911443,OMOP2109405,Buprenorphine 0.07 MG/HR Transdermal System [Buprenorphin Beta] Box of 5,RxNorm Extension,buprenorphine
40911444,OMOP2109406,Buprenorphine 0.07 MG/HR Transdermal System [Buprenorphin Beta] Box of 4,RxNorm Extension,buprenorphine
40911445,OMOP2109407,Buprenorphine 0.07 MG/HR Transdermal System [Buprenorphin Abz] Box of 8,RxNorm Extension,buprenorphine
40911446,OMOP2109408,Buprenorphine 0.07 MG/HR Transdermal System [Bupre Hexal] Box of 8,RxNorm Extension,buprenorphine
40911447,OMOP2109409,Buprenorphine 0.3 MG/ML Injectable Solution [Buprenorphin Dts] Box of 5,RxNorm Extension,buprenorphine
40911448,OMOP2109410,Buprenorphine 0.035 MG/HR Transdermal System [Buprenorphin Ratiopharm] Box of 8,RxNorm Extension,buprenorphine
40911449,OMOP2109411,Buprenorphine 0.035 MG/HR Transdermal System [Buprenorphin Ratiopharm] Box of 4,RxNorm Extension,buprenorphine
40911451,OMOP2109413,Buprenorphine 8 MG Sublingual Tablet [Buprenorphin Puren] Box of 7,RxNorm Extension,buprenorphine
40911452,OMOP2109414,Buprenorphine 8 MG Sublingual Tablet [Buprenorphin Neuraxpharm],RxNorm Extension,buprenorphine
40911453,OMOP2109415,Buprenorphine 8 MG Sublingual Tablet [Buprenorphin Ethypharm] Box of 28,RxNorm Extension,buprenorphine
40911455,OMOP2109417,Buprenorphine 8 MG Sublingual Tablet [Buprenaddict] Box of 28,RxNorm Extension,buprenorphine
40911456,OMOP2109418,Buprenorphine 0.2 MG Sublingual Tablet [Buprenorphin Hexal] Box of 28,RxNorm Extension,buprenorphine
40911458,OMOP2109420,Buprenorphine 0.0525 MG/HR Transdermal System [Bupre Hexal] Box of 8,RxNorm Extension,buprenorphine
40911459,OMOP2109421,Buprenorphine 0.0525 MG/HR Transdermal System [Bupre 1a Pharma] Box of 20,RxNorm Extension,buprenorphine
40911460,OMOP2109422,Buprenorphine 0.0525 MG/HR Transdermal System [Bupre 1a Pharma] Box of 10,RxNorm Extension,buprenorphine
40911464,OMOP2109426,Buprenorphine 0.01 MG/HR Transdermal System [Buprenorphin Neuraxpharm] Box of 4,RxNorm Extension,buprenorphine
40911465,OMOP2109427,Buprenorphine 0.01 MG/HR Transdermal System [Buprenorphin Ratiopharm] Box of 8,RxNorm Extension,buprenorphine
40911469,OMOP2109431,Buprenorphine 0.02 MG/HR Transdermal System [Bupre 1a Pharma] Box of 12,RxNorm Extension,buprenorphine
40918740,OMOP2116702,Buprenorphine 2 MG Sublingual Tablet [Buprenaddict] Box of 28 by Novartis,RxNorm Extension,buprenorphine
40918741,OMOP2116703,Buprenorphine 0.07 MG/HR Transdermal System [Transtec] Box of 10 by Gruenenthal,RxNorm Extension,buprenorphine
40918742,OMOP2116704,Buprenorphine 0.07 MG/HR Transdermal System Box of 8 by PB,RxNorm Extension,buprenorphine
40918743,OMOP2116705,Buprenorphine 0.07 MG/HR Transdermal System Box of 8 by Orifarm Leverkus,RxNorm Extension,buprenorphine
40918744,OMOP2116706,Buprenorphine 0.035 MG/HR Transdermal System [Transtec] Box of 10 by Gruenenthal,RxNorm Extension,buprenorphine
40918745,OMOP2116707,Buprenorphine 0.035 MG/HR Transdermal System Box of 4 by Orifarm Leverkus,RxNorm Extension,buprenorphine
40918746,OMOP2116708,Buprenorphine 0.03 MG/HR Transdermal System [Norspan] Box of 8 by Gruenenthal,RxNorm Extension,buprenorphine
40918747,OMOP2116709,Buprenorphine 0.2 MG Sublingual Tablet [Temgesic] Box of 10 by Roche,RxNorm Extension,buprenorphine
40918748,OMOP2116710,Buprenorphine 0.2 MG Sublingual Tablet Box of 48 by Merck,RxNorm Extension,buprenorphine
40923281,OMOP2121243,Buprenorphine 0.4 MG [Buprenorphin Puren],RxNorm Extension,buprenorphine
40923282,OMOP2121244,Buprenorphine 0.07 MG/HR [Buvera],RxNorm Extension,buprenorphine
40923283,OMOP2121245,Buprenorphine 8 MG [Buprenorphin Actavis],RxNorm Extension,buprenorphine
40931051,OMOP2129013,Buprenorphine 0.04 MG/HR Transdermal System Box of 12,RxNorm Extension,buprenorphine
40931052,OMOP2129014,Buprenorphine 0.4 MG Sublingual Tablet Box of 900,RxNorm Extension,buprenorphine
40931053,OMOP2129015,Buprenorphine 0.035 MG/HR Transdermal System Box of 8,RxNorm Extension,buprenorphine
40931054,OMOP2129016,Buprenorphine 0.0525 MG/HR Transdermal System Box of 25,RxNorm Extension,buprenorphine
40931055,OMOP2129017,Buprenorphine 0.4 MG Sublingual Tablet Box of 48,RxNorm Extension,buprenorphine
40942696,OMOP2140658,Buprenorphine 2 MG Sublingual Tablet [Buprenorphin Sanofi] Box of 7,RxNorm Extension,buprenorphine
40942698,OMOP2140660,Buprenorphine 0.07 MG/HR Transdermal System [Buprenorphin Abz] Box of 16,RxNorm Extension,buprenorphine
40942701,OMOP2140663,Buprenorphine 0.3 MG/ML Injectable Solution [Temgesic],RxNorm Extension,buprenorphine
