concept_id
28
39
76
821
289
343.5
141
52.8
15448
1384
31.1
103.2
1472
600
472
9.375
78.4
162
414
11600
0.15
9854
207.2
3150
767
438
369
7020
3.1
1852
2.68
236.56
110.6
28.34
79.8
27000
2211
355
6
210
540
16.8
278
0.8
197
20.1
921
17.5
5.6
1530
296.4
0.84
328
11856
16.3
747
684
44.5
195.6
499.2
1133
7.42
159.6
16992
898
107.9
1433
700
850
228
92
319
30.8
0.63
253
12132
31.2
492
893
44.8
421
98.5
15892
27632
311
68.2
832
897
122.4
766
3.36
4800
6240
16808
774
1225
2700
129
0.154
715
602
17479
6.06
319.5
1498
15.6
12462
3.175
6432
219.6
645.3
72.9
100
473
538
3717
223.2
49492
215
855
1110
180.6
209
12.25
6376
139
25.6
1090
40.6
98.7
21.6
9750
4440
38.1
233.1
83.6
38.5
1690
803
17000
1840
710
138
431.2
15728
948
577
127.5
245
18.4
884
1852.5
10.8
5378
652
1992
201.6
23.8
297.5
3030
22.4
1988
696
24720
21.05
37.8
0.22
450
226
525
624
8500
17732
14000
4735
3045
133.2
2400
18.75
524
284.4
1875
23.4
160.2
263.2
21.04
220.8
1470
3560
150.4
1216
1120
1650
248.6
3272
0.88
3600
373
305
185
325
248
22.8
20.4
1880
844
18.8
742
665
13248
1430
44.4
172.8
125.02
9192
1407
75.75
877.5
0.24
2328
162.5
888
8480
48.6
1
56
250
159
1240
276
432
158
3000
912
972
1.6
1.4
616
814
3830
0.46
478.8
3900
14.17
6280
111.6
1005
70.8
2070
120
4
25.5
67.5
656
172
206
0.054
2.6
3592
24.5
24651
531
45.5
397.8
0.5113
996
3250
27.3
64.5
586
19
224
167
266
588
396
299
14400
318
466
11.3
7600
75.2
36.8
664
0.81
1365
391
599
1528
21.25
388.08
1230
1584
16
93
390
88
495
730
2160
13.3
3304
221.5
48.4
314
16.5
279
764
1128
34.8
3300
896
58.6
18.1
19300
276.8
1344
16500
758
440
320
800
106
272
10000
243
304
2.25
19.2
152
147.5
77.5
2040
13976
1959
15520
2365
819
64.4
6.05
237.5
6800
186.7
3.125
187.2
8
3500
119
23.7
552
666
5.1
212.8
344
1002
8.85
1.3
564
2825
3864
158.4
6.1
37.1
757
705
147.6
1049
620
21600
507
358
269
880
208.8
35.2
6208
287
773
709
619
2126
3.64
539
293
962
230.4
5
330
1260
530
117.6
1560
478
1336
10.5
1100
199
7930
76.5
790
5.3
498
119.7
35.6
6090
628
0.04
3180
2024
0.26
3450
31
408
8.5
0.1
288
177
41.875
749
509
259
2650
934
26.32
13.1
1506
24390
882
19.6
1527
926
4.54
256.2
60
1080
97
43
91
45.6
227
765
547
770
335
1.25
54.7
1364
688
646
59.2
8300
968
55.5
26
246
204
15000
1224
104.4
797
89
635
71.2
418
836
148.8
1155
21330
18.25
241
645
433
226.8
9.4
38000
0.06
1632
654
940
156
168
315
0.4
812
189
11988
554
4116
1304
706
75.6
1125
241.6
313.6
179.2
56.4
2765
1615
79.2
1.63
5200
0.7
521
1288
360
140
1350
95
147
11688
557
163
508
3780
29.2
1056
925
72.5
0.065
2220
85.4
55.1
2960
150
238
69
420
42
306
3.7
553
94
918
244
317
768
1.1
389
824
289.6
3.96
6.9
31.8
30.9
581
4158
593
722
5.85
379
82.5
25328
1640
1410
1400
230
90.24
555
30.1
309
9064
1750
13088
976
193
46.8
2.88
17.6
51.2
584
29760
92.4
39.2
22225
15952
67.2
1488
703
502
28440
2945
480
114.8
83
8.7
19000
990
154
21.54
25000
61.6
437
32.2
357
1.37
172.2
1450
6420
23700
707
11208
4735.2
187.6
802
320.4
145.5
254
316
12.64
80.6
804
2520
497
16840
67.6
702
17.8
93.6
853200
10.9
837
4212
142
650
1900
3990
6.2
6.25
491
952
0.05
11.8
808
18000
413
1415
1112
1.75
825
1764
333
49552
1424
0.5082
910
463
30
7
144
56.7
128
12476
8.1
1960
157
459
169.2
270000
54.4
1.76
22752
134.4
2.28
674
24776
15392
283
73.6
621
13.95
607
156.8
942
7875
614
407
15200
18360
199.2
85
258
3000000
18.9
475
158.2
6.4
12416
161
411
3095
743
131.6
43200
367
12880
909
136.5
561
144.9
39.144
13
225
1320
211
326
2010
1050
40.8
2318
4200
245.5
28.2
12.32
2144
275
38
26.1
302.47
404
198
203
106.2
239
866
0.53
37.7
1.31
1071
997.2
58.4
20000
3.5
630
79
103.6
452
350
212
86.8
144000
356
1170
110.5
103.5
136.8
10.15
2.45
18
2100
205
39.6
103
869
641
594
87.5
7.4
142.8
1810
427
223
182.7
782
42.4
150.5
890
139.2
720
410
98
153.6
1015
409
994
805
423
88.8
1848
1.08
14
485
194
685
0.35
2.2
118.28
872
17648
128.7
106.8
1188
4.85
22.84
31660
2227.5
406.8
1580
849
15.4
443
1613
794
20
23
1160
460
442
24472
368
691
13112
120.4
13.8
1980
867
26.25
2.3
386
321
2308
94.5
68.8
846
694
32.9
659.4
85.2
0.9
1124
1098
1485
50
12376
235
1460
2.65
70.5
174.4
2988
18448
4325
582
2266
283.5
659
36000
11624
454
86
5.2
111
247
446
1312
667
20653
54.6
154.8
165.6
2.19
21700
6792
3400
24.8
7.1
1420
263.8424
351
370
560
28.35
322
1040
52
11456
214
1728
109.2
25920
361
202.8
874
3060
42.8
1575
920
65
342
274
476
7500
806
3.375
932
13.5
1540
362
628.2
9.8
6900
596
1248
4254
17
25
175
104
640
77
183
5.4
24480
208
297
615
16.6
10.64
568
377
958
237
900
354
275.5
11964
106.4
17100
187
5.59
11.1
16.2
1190
3064
589
204.8
924
19.7
3200
562
201.5
186.9
3052
2.5
59
9000
6.8
453.6
611
8000
11304
17800
7.7
1370
171.5
863
16.7
2327
5.9364
130
8078
78
46.2
364
435
2478
12.4
4656
2951
422.4
187.5
139.5
477
190.4
426.6
3480
841
334.6
202.5
367.5
273
400
690
257
1250
3.88
2835
170.6
221
52.6
883
6.6
604
12648
28.3
0.74
54.5
2300
353
1073
62.4
1701
1996
73.4
796
191
1.35
176.4
205.5
18600
227.2
37.6
76.8
3991
23750
136.4
247.8
285.6
7.9
591
1440
234
1140
653
7110
0.08
205.8
184
736
138.6
748
944
37.2
4202
813
4536
1272
8.35
471
3525
110
403
980
170
8248
42.5
28.4
14.8
50000
448
177.75
950
82.6
964
6.3
118.8
49264
693
1790
1085
415
713
43.6
81.2
711
18700
14694
762
522
4.94
1132
29.4
717
18188
173
0.6
482
501
61.2
1078
3.85
1404
6.27
146.7
6060
4320
1104
11.5
554.4
573
2.29
11
90
1620
160
1760
870
260
2250
32312
0.12
41
398
930
265
13.6
426
499
33.2
65.6
334
21.9
20.8
53.5
1684
39.5
9
1200
1280
12.9
10.2
4.2
0.78
0.31
264
741
31928
41.6
658
3.4
436.5
53.2
868
618
218.4
542
904
83.2
1368
1.26
10.05
865
113
54
518
5000
2280
504
37.5
197.4
36.4
31.5
3.3
500000
5.5
2088
906
894
2783
7200
100000
13424
9030
598
1355
89.6
1.501
102.9
11850
23.6
91.2
166.8
1636
0.86
809
97.6
70
44
1850
171
135
132
133
228.9
109
308
1380
1.68
575
18848
732
30.6
11680
193.2
140.8
236.5
4.48
4560
434
903
48.3
1950
85.6
8100
90112
53
946
43.2
49
179
0.62
428
5300
17.4
251
349
13.05
546
35.9
9516
1375
49.6
19.8
74.8
126
580
51
570
0.36
17064
4.5
668
94.6
17.04
779
292
28.8
735
95.2
55.8
82.8
18.3
74.4
853
397
1341
387
6500
734
220
1800
114
136
192
47
178
182
3.2
174
131
406
16.9
974
34888
11096
1236
1000
143
8.28
566
1720
346
394
12000
572
115.2
16608
302
307
830
53.4
48000
392
100.8
1064
34.4
912.5
3825
6.64
8.2
15.5
388
73
816
462
544
0.535
25.2
424
431
778
1386
61.1
343
118.4
1893
788
217.6
2580
46.6
64.8
861
21000
31.7
91.8
14.4
32
840
1020
595
12256
15.2
38.4
670
2900
27.9
399
602.1
1068
35.5
943
984
8610
787
22041
1544
182.6
369.6
3075
0.14
227040
66
27
137
137.6
425
636
639
464
875
20964
200000
5910
623
2.1
128.8
6344
1330
371
123.5
363
609
642
401
5.86
1.56
453
1300
310
416
17504
885
22.2
178.2
1.03
26.6
1258
73.8
8398
1715
137.2
130.5
879
223729
467
638
51.1
606
0.13
6140
28.25
1617
255
280
190
0.2
296
284
217
312
7.8
294
4308
13.2
140.5
84.6
644
395
741.3
4.25
33
290
750
112
610
479
7.2
196
1944
405
331
385
625
1920
1022
8.4
1246
137.5
185.5
892
835
406.25
148.5
200
62.5
826
496
26.4
455
15620
815
267
123.2
429
978
19500
99.4
1118
674.8
136.6
3360
14.5
1152
213
12
82
876
515
8236
57.6
8160
15888
4.4
10.4
56.8
34.2
285
567
99
12.6
17500
71
860
332
85.5
366.8
400000
329.1
4156
16276
783
4350
29.6
0.172
7000
382.5
402
10
1480
1536
565
1275
2028
15344
244.8
140000
3.6
7.5
714
8280
1710
72.8
854
40.4
28800
8.8236
352.8
1.85
195.2
3.25
112455
1038
148
2.7
188
263
526
675
795
104.5
79.5
11.7
15118
3630
12495
128.1
157.3
340
1780
1890
98.4
24.4
37440
40
9.9
33552
576
256
286
121
585
798
26040
27.5
559.3
195
14.1
534
1868
88.2
0.65
323
10.75
523
36
338
474
708
